,Acalypha.rhomboidea,Acer.saccharum,Adiantum.pedatum,Ageratina.altissima,Agrimonia.gryposepala,Agrostis.perennans,Agrostis.scabra,Alisma.subcordatum,Alliaria.petiolata,Ambrosia.artemisiifolia,Ambrosia.trifida,Amphicarpaea.bracteata,Anemone.canadensis,Apios.americana,Arctium.lappa,Arisaema.triphyllum,Asarum.canadense,Athyrium.filix.femina,Bidens.connata,Bidens.frondosa,Boehmeria.cylindrica,Brassica.nigra,Bromus.ciliatus,Calystegia.sepium,Caulophyllum.thalictroides,Chamaesyce.maculata,Chelone.glabra,Cicuta.maculata,Cinna.arundinacea,Circaea.lutetiana,Clematis.virginiana,Cryptotaenia.canadensis,Cynodon.dactylon,Cyperus.compressus,Cyperus.strigosus,Dactylis.glomerata,Daucus.carota,Decodon.verticillatus,Dichanthelium.clandestinum,Digitaria.cognata,Digitaria.sanguinalis,Dryopteris.carthusiana,Echinocystis.lobata,Eleocharis.intermedia,Elymus.canadensis,Elymus.virginicus,Epilobium.hirsutum,Eupatorium.purpureum,Fallopia.japonica,Fragaria.vesca,Galium.aparine,Galium.asprellum,Galium.boreale,Galium.palustre,Galium.triflorum,Geranium.maculatum,Geum.laciniatum,Glechoma.hederacea,Glyceria.borealis,Helianthus.giganteus,Helianthus.strumosus,Heliopsis.helianthoides,Hemerocallis.fulva,Hieracium.paniculatum,Hypericum.mutilum,Impatiens.capensis,Impatiens.pallida,Laportea.canadensis,Leersia.oryzoides,Lobelia.cardinalis,Ludwigia.palustris,Lycopus.uniflorus,Lysimachia.ciliata,Lysimachia.nummularia,Lysimachia.vulgaris,Lythrum.salicaria,Maianthemum.canadense,Maianthemum.racemosum,Marrubium.vulgare,Matteuccia.struthiopteris,Menispermum.canadense,Mimulus.ringens,Mitchella.repens,Mollugo.verticillata,Muhlenbergia.mexicana,Muhlenbergia.schreberi,Myosotis.laxa,Myosoton.aquaticum,Oenothera.biennis,Onoclea.sensibilis,Oxalis.stricta,Panicum.capillare,Panicum.dichotomiflorum,Parthenocissus.quinquefolia,Pastinaca.sativa,Peltandra.virginica,Penthorum.sedoides,Petasites.frigidus,Phytolacca.americana,Pilea.pumila,Plantago.major,Polygonum.hydropiper,Polygonum.hydropiperoides,Polygonum.lapathifolium,Polygonum.persicaria,Polygonum.sagittatum,Polygonum.virginianum,Prunella.vulgaris,Ranunculus.recurvatus,Rhamnus.cathartica,Rubus.allegheniensis,Rubus.hispidus,Rubus.occidentalis,Rubus.odoratus,Rumex.obtusifolius,Scutellaria.lateriflora,Solanum.dulcamara,Solidago.altissima,Solidago.canadensis,Solidago.flexicaulis,Solidago.gigantea,Thalictrum.pubescens,Thelypteris.noveboracensis,Thelypteris.palustris,Toxicodendron.radicans,Trifolium.pratense,Trifolium.repens,Urtica.dioica,Veronica.americana,Vitis.riparia,Xanthium.strumarium
Epilobium.hirsutum,4.986036475,4747.160489,165.8957762,0.372274453,201960.9774,16110727.63,3488074.664,4984255.761,800148.1692,1042202.26,1077798.539,252.9899852,8543.326318,5.004345053,1089407.902,83528.31293,53.89345195,3789146.514,1171266.276,897800.6203,392699.2576,996384.114,159509.3367,915729.552,7022.396975,9.186148855,3.277235726,2292.084058,20.15930941,1037495.399,193342.8408,18.00140218,916730.7321,3.832384598,9.86999827,676325.5528,848516.8519,1145.84603,2114532.342,11.62256366,899795.4319,44782.52857,677.7474269,0.372274453,30017.29144,43633.04701,0,4698.508892,64850.51169,1021827.402,844145.0388,3020760.79,1045151.386,971833.8995,4556.036713,9933.949231,2416608.491,847323.4155,20.06486339,26.60236595,44.03213359,41459.66759,98.53742969,1.739315052,8.666060939,1073097.159,1993614.199,5980.07912,527.5012838,9847496.223,1034216.292,0.863554668,3820.419621,926434.0058,847372.0046,288179.1538,6473.783089,8033.844859,3778.982403,119444.9279,586.3200513,5790.525687,23.72724669,59.8660231,906229.7504,4531141.537,1038870.732,541493.3614,713864.7358,5938.019093,1110800.721,4426.802592,299567.1091,1469816.009,947284.3239,6834.400036,31392675.36,3322.93848,17897.25516,8.802358151,682018.8315,1194249.894,178117.973,1097717.278,1116444.275,42381.87914,44.40237375,857392.6767,4.387956213,2952.281899,143136.5011,1594.046377,256058.5795,297867.4674,859065.3011,7376.385824,795157.1502,0.242893817,985688.2315,1409689.725,1039762.934,13.27372011,6536069.22,25682.1327,177.3792867,810685.4753,780295.159,830099.8972,453113.8227,12067.5725,1122771.232
Eupatorium.purpureum,2.136000936,4476.662621,NA,2.477761086,534090.1597,22784006.66,6041520.51,7048799.245,2353.653086,55.07125748,69.18688079,250.1399497,3844.83921,NA,98.50381918,117630.7177,72.16835164,NA,185135.3607,39242.44005,555357.7657,7.19323744,252160.3936,10852.26749,3938.927424,3.246721423,0.427200187,2136.01211,0.455680197,5702.297281,273425.1936,15.15136664,421428.67,0.768960337,0.704880309,21988.05807,10839.9777,3417.721253,2990397.466,1.405222402,1.507042136,7.723779386,2024.928888,2.477761086,62632.99299,106833.6141,4698.508892,0,10851.42515,5981.401732,93014.87722,4271998.028,206760.9598,4.178794558,142.8873386,6408.053815,3417597.653,1793.188784,1.025280449,23.75233041,41.18209805,82915.88954,234.5329028,1.110720487,NA,498421.304,2990400.151,1281.624206,106.8978509,24121338.07,3.503041536,1.986480871,427.2313589,1537.921224,10846.95411,10844.98164,1495.667017,245.1488275,3.323617457,11.72081968,583.4700158,181.5557799,4699.126702,4.977657682,1281599.554,6407998.964,2.285521002,2.120466383,377869.5079,2.580289131,1.930944846,8.684455803,669849.569,17629.05178,25.99818283,2466.518351,76896031.66,9397.272892,61988.27441,5.952322612,359289.0175,69235.34009,178115.123,71.24370416,96588.19175,83920.31887,41.55233821,63806.07052,1.537920674,7213.051878,159910.8625,6770.395755,286228.186,421325.3997,10832.09349,1.025280449,6916.659791,3.092929356,854400.104,1993599.478,427199.5832,10.42368457,11320801.12,NA,138.4299487,25325.15307,66883.80781,682.8018058,640796.8633,15944.57608,10887.77142
Fallopia.japonica,11.70528513,69240.75703,129696.536,16.31904715,325738.2544,16110715.82,3230060.955,4984243.958,58431.84342,61058.3918,61092.59992,236.2986636,15291.01751,16.09120705,64872.68472,133571.2655,44.74783694,82065.04663,106317.6626,39506.0232,392687.4549,74877.7149,202710.4205,41551.1265,82334.70876,17.7857621,13.41408588,8384.98179,15.4282434,5427.65272,193331.0351,1.310080571,272702.9819,15.3685758,10.46210385,52077.04939,50868.29828,5980.048127,2114520.539,11.02557255,61078.27961,74875.7155,780.6107592,16.31904715,90140.31772,120934.0599,64850.51169,10851.42515,0,51553.09286,82553.45545,3020748.988,136377.7156,64534.92573,10686.99417,15805.6219,2416596.689,47300.1329,16.09195054,9.911044345,27.34081199,116251.527,99.27066704,14.95200655,2.420801058,320397.7523,2675875.742,12331.28665,60480.12615,13926846.78,74858.14144,15.82776694,10358.13529,65291.27574,43138.04132,55036.09196,69019.52693,129576.0702,64809.11237,64634.35182,569.6287297,104486.2281,5425.404943,12.10252023,906217.9479,4531129.734,64725.14934,74748.4117,230510.384,81864.26821,104065.8166,54824.27038,273459.2909,91740.56282,64825.51293,13317.86325,44396057.8,81969.07056,78597.14048,7.888963455,234408.6886,84345.3862,178101.2817,91527.15772,93239.0712,87573.67193,27.71105214,67125.65313,12.30336539,50838.12329,160280.0768,81606.16774,286403.538,297843.0296,55246.45327,127468.649,47387.22884,16.93421542,496158.0046,1409677.923,263528.8215,3.417601498,6536917.735,82007.06619,105833.302,52425.60824,59895.56011,33555.879,453102.0203,76573.93684,47289.58802
Fragaria.vesca,61.46170436,6142.63011,106.261573,66.07546638,218063.0751,16110680.64,3020737.799,4984208.775,84474.26911,17311.69631,17631.20941,186.5422444,2136.764673,47.4512608,56795.57184,78449.82929,39.99602765,4997217.091,58396.88247,33444.65947,392652.2721,18453.30756,145743.7964,20318.00174,1778.725777,562.8727519,63.17050511,8117.345841,45.7523892,45943.29117,193295.8449,48.44633866,213619.4603,56.54506962,49.77901248,151387.5179,48128.51435,8406.728934,2114485.357,58.85728438,176590.127,46639.45834,751.9411822,66.07546638,36417.52265,61669.6047,1021827.402,5981.401732,51553.09286,0,45149.95132,3020713.804,91476.01528,17360.69559,6123.808521,383.1071182,2416561.506,73937.34141,46.7748714,39.84537488,22.41560724,47834.96338,405.5697942,64.70842578,33.78085481,257960.045,1993584.677,4699.791534,638.2810176,13926424.35,28572.75164,65.58418617,6408.577366,3411.249218,33408.8237,599523.7545,4490.081463,5111.646492,1923.256304,107449.2993,519.8723105,5092.607725,10680.40854,57.65430493,906182.765,4531094.551,17216.31343,1763640.146,346732.5483,4001.329667,173608.2602,2805.726337,273439.2666,25914.35291,143595.917,3845.443792,34388922.75,11625.11392,25287.08732,57.64538268,232220.7376,32946.03055,178051.5253,11502.82072,43114.41015,39762.88433,22.04536709,29830.43463,62.05978462,6031.398251,143043.071,9645.015365,256021.7608,243335.6725,44309.30993,5777.967282,21277.23535,66.69063465,382101.636,1409642.74,1758806.791,53.17402073,6536030.855,27649.77033,124.9502702,18730.68651,32391.13023,13891.72054,453066.8384,10799.11691,19426.71949
Galium.aparine,185807.1107,39054.68173,188.4224856,185811.7244,105012.1978,9225675.461,2233820.731,2801803.937,105633.8566,49635.22178,45408.64434,185559.1067,93271.63377,76.47918577,76296.93222,14403.77435,131335.9985,4234355.444,4695.41446,40108.95588,150867.5875,56320.13666,82200.52506,49810.99222,51277.40134,107278.8949,185808.8195,83117.99094,75856.15523,64857.14409,35769.27391,185794.0953,153538.2548,75856.79622,75856.6686,137618.1425,67339.14227,61940.05739,1144968.35,131386.3746,192419.189,49640.01727,61261.72621,185811.7244,26974.71777,24991.7676,844145.0388,93014.87722,82553.45545,45149.95132,0,1668179.586,48811.20866,42965.0714,93006.73015,83648.79027,1319372.094,90579.31321,75856.76433,185785.4943,185768.0646,36378.59715,75760.58813,185810.3574,72.49936824,191280.0824,1607246.19,93078.45685,41538.06687,7569078.83,59298.83609,185811.2332,83174.25934,51145.7711,63735.80873,537088.8265,58862.56298,82987.37775,47980.88927,124080.8718,185225.7767,56027.69387,92891.66706,107278.903,447354.5302,2540198.317,45417.51049,1776766.081,249300.7631,485.15355,187684.6984,41548.66997,153067.0156,51258.40739,156507.4372,4712.514741,21275587.74,53711.60204,34342.65959,185803.2943,165192.3977,33372.58724,3441.138405,51510.66042,12343.88721,19425.41815,185767.6943,12049.24506,185807.7088,37152.15811,44857.8549,53648.55467,128931.4665,164176.0569,57094.2867,65704.55108,50061.66705,185812.3396,298834.5929,738027.2742,1639177.466,185798.823,4208631.337,30806.78868,107197.16,26115.43073,26560.67348,38651.21962,185747.9487,41423.02197,44870.67472
Galium.asprellum,4271995.892,1741225.124,94.18344865,4272000.506,1525994.498,7557495.876,1744037.602,1133624.352,3020746.586,3020737.388,3020691.859,4271747.888,4271979.003,64.82444369,3020689.122,1648033.959,3020707.744,109.6662811,1668454.703,1717369.214,1517312.034,3020753.702,1538228.249,3020591.513,1743344.643,4272001.275,4271997.601,4271984.678,1744035.706,3020748.259,1632410.526,4271982.876,1400026.284,1744036.216,1744036.18,1727291.744,3020754.808,1744034.916,523211.2398,4271997.173,3020758.364,207.533851,3019326.934,4272000.506,1707874.884,1700421.252,3020760.79,4271998.028,3020748.988,3020713.804,1668179.586,0,1575268.122,3020755.823,4271995.379,3020724.822,348807.4948,3020757.639,1744036.31,4271974.276,4271956.846,1710185.625,3020592.935,4271999.139,63.72475186,1337079.035,697614.9912,4271982.791,1744013.909,8103459.14,1744037.322,4272000.014,4271991.193,3020759.802,3020759.834,3020759.329,3020706.136,4271752.879,3020756.425,630.3196363,4271414.558,4271990.979,4271971.798,4272001.292,1220825.066,872018.7319,3020760.391,3020760.274,1525872.845,464.7938037,3020760.141,3020750.16,1470570.952,1736838.862,3020740.391,33.09795311,29648637.58,2466434.613,1718729.285,4271992.076,1450778.015,1704062.876,1830840.095,3020707.128,1688270.678,1695584.497,4271956.476,1692246.774,4271996.49,3020616.775,1613476.674,1744027.355,1510332.598,1400110.736,3020752.382,4271999.053,3020558.528,4272001.121,1046422.233,930152.3152,1395229.591,4271987.604,2877661.812,45.71042004,3020660.893,1724658.277,1697367.564,3020760.669,1482431.669,1731186.529,3019666.866
Galium.boreale,413392.7924,104969.5085,92.8343328,413397.4062,38179.60056,9132763.996,2347103.625,2708892.47,154520.5751,108703.7912,100887.0667,413144.7885,206882.4353,153.9876192,125202.7552,49669.45157,292263.3636,4240983.181,59020.8447,83521.25358,57956.14496,126269.8993,22715.42657,111192.0476,124251.0414,238676.7496,413394.5012,206712.3866,168767.6224,105675.6438,57142.42569,413379.7771,116839.0354,168768.2963,168768.0824,174615.68,112770.9083,137802.2568,1052056.888,292313.7667,218864.2328,49857.48463,137124.1892,413397.4062,102720.2192,115875.6521,1045151.386,206760.9598,136377.7156,91476.01528,48811.20866,1575268.122,0,110485.6145,206756.1556,185141.9002,1226460.633,134926.5791,168768.2185,413371.1761,413353.7463,124909.4476,168672.9125,413396.0392,150.936418,137560.9071,1544126.535,206789.0706,106725.9853,8960760.269,114434.2998,413396.9149,206747.3991,112068.3201,118447.2295,663714.3569,130775.4526,206574.9004,110488.3778,114331.488,412811.4584,184879.6599,206684.7944,292316.6771,354443.063,2447286.851,110488.797,1787708.058,291461.1505,1151.632489,245044.4295,103349.3648,81099.1606,119328.8458,192878.7321,5134.204071,25494212.29,146185.6368,111125.8892,413388.9761,170320.6927,89607.87348,105220.4293,134108.0463,74258.51252,85091.71705,413353.3761,60902.41343,413393.3905,94807.22882,31528.03204,124641.3014,53169.28419,107283.3835,106790.1756,206708.126,101607.909,413398.0214,270540.1382,645115.822,1604880.109,413384.5048,4122612.033,31040.91985,238593.7556,76318.9313,71196.39679,97838.0111,92836.48931,102158.3888,106864.1095
Galium.palustre,2.042793622,2266.757171,646.7292276,6.656555644,218040.2943,16110722.66,3488071.788,4984250.793,111661.9649,37047.26029,12565.43479,245.9611551,14.84585378,228.0143305,67624.83105,105165.1339,173.9856453,5017572.827,55920.96264,50228.05082,392694.3135,20048.34613,190540.5812,13135.86623,1003.644164,8.188168041,3.751594371,9.171211294,137.6937094,54064.14874,193337.8689,10.97257208,212332.3654,161.2684334,147.9794275,164596.4342,61274.603,118.9465264,2114527.378,3.324394184,205885.6696,52576.26187,738.3779954,6.656555644,33481.84426,43623.70483,971833.8995,4.178794558,64534.92573,17360.69559,42965.0714,3020755.823,110485.6145,0,1.530153397,166.557128,2416603.526,101818.0191,137.7177113,19.57353585,37.00330349,47872.47005,134.4626344,5.289515045,214.3439245,249209.6863,2441650.353,11.05801212,328.0359199,9847493.338,47767.40129,6.165275429,1.88708847,20385.65179,52709.67432,553341.394,477.9662209,378.9711673,1051.559292,110286.2325,579.2912212,704.8748714,22.05129694,7.442603989,906224.7925,4531136.569,552.6798911,1782950.135,301795.6094,384.9471449,148315.65,251.5276537,273463.2487,7220.075063,165944.8824,216.9071256,31392671.79,385.5104182,21914.99433,1.773528054,218352.1991,39785.75668,178110.9442,28262.57568,34617.20748,34278.56231,37.37354365,30925.10267,2.640873884,1169.172195,226132.2868,147.8663673,404783.0465,297846.4545,54649.53204,1106.772715,36303.42149,7.271723914,364625.9566,1409684.763,2065955.307,6.244890011,6536065.183,31058.56236,454.9695088,9900.764233,38817.85247,23524.02244,453108.8817,11905.28183,11933.89917
Galium.triflorum,0.512640225,4385.901625,NA,5.126402247,534087.5111,22784004.01,6041518.637,7048796.596,2495.888006,51.88960286,66.73064535,247.4913085,3987.293523,NA,95.85517802,117633.7459,69.51971048,NA,185132.712,39195.82027,555355.117,4.544596279,252155.1296,10687.83046,4077.736972,5.895362584,2.221440974,1993.637017,2.192960964,5559.870858,273422.5449,12.50272548,421424.195,3.417601498,3.35352147,21935.84157,10675.53872,3275.245432,2990394.817,4.136433819,4.370128229,3.950177729,2022.280246,5.126402247,62631.11209,106830.9654,4556.036713,142.8873386,10686.99417,6123.808521,93006.73015,4271995.379,206756.1556,1.530153397,0,6550.473576,3417595.005,1935.546769,3.67392161,21.10368925,38.53345689,82913.2409,231.8842616,3.759361648,NA,498420.4882,2990398.932,1424.05308,103.7404955,24121335.42,6.151682697,4.635122032,285.2326919,1680.366283,10682.51439,10680.5473,1638.017132,242.5001863,0.674976296,7.947218028,580.8213746,178.8460776,4556.694271,4.529128398,1281596.905,6407996.316,4.934162163,4.769107544,377867.6347,1.193312526,4.579586007,6.93489949,669846.9203,17626.40314,23.34954167,2630.87759,76896029.01,9254.854746,61985.62577,3.303681451,359283.9957,69233.46707,178112.4744,68.05110625,96586.31896,83918.44592,38.90369705,63789.44059,1.110720487,7070.58447,159911.1232,6627.939272,286227.3225,421320.9221,10667.65385,3.67392161,6774.229498,5.741570517,854399.0409,1993596.83,427197.998,7.775043408,11320798.47,NA,135.7813075,25274.54672,66855.83524,824.7983256,640794.2147,15966.78926,10723.77507
Geranium.maculatum,45.88130011,8838.556938,5.980802622,50.49506213,377624.8217,16110691.66,4932853.117,4984219.792,3628.476526,41.50527758,29.99385348,202.1226486,2563.2491,3.417601498,35.81371076,105175.0321,17.44540834,190.3888834,130876.5158,36261.65245,392663.2892,324.0609598,225750.5984,15805.87762,2410.367881,51.26402247,47.59010086,8544.027511,42.49633971,10831.77752,193306.8748,32.86593441,377087.0617,34.58163747,37.86377528,22367.09514,15796.77862,8788.420006,2114496.373,33.4750534,27.57693476,178.8096951,1397.99738,50.49506213,51111.8993,75508.82048,9933.949231,6408.053815,15805.6219,383.1071182,83648.79027,3020724.822,185141.9002,166.557128,6550.473576,0,2416572.523,4129.390196,43.3298096,24.26497064,6.835202996,58596.43801,131.8871248,49.12802154,17.08800749,445797.4491,2674675.78,5126.437865,83.05015083,17056327.77,36.54562149,50.00378192,6835.2362,4355.996159,15802.01821,15800.96849,4394.320757,197.1315264,31.63927822,477.7697361,535.4527147,182.1742017,11107.1143,36.36756173,906193.7819,4531105.568,35.65394042,35.4893423,308501.5997,360.6789741,91.28626249,164.0213695,473621.2195,12431.81258,15.56986781,4272.083592,54373671.48,14136.72949,43798.38094,42.06497844,321537.3782,56504.03348,178067.1057,169.0364967,78836.35782,68494.26246,6.464962837,57952.4663,46.47938037,12182.49483,143060.7407,11787.09618,256035.8478,376994.8257,15789.14736,49.0425815,11917.52179,51.1102304,764188.7354,1409653.757,382131.8981,37.59361648,8004981.285,0.427200187,188.7759609,25212.39001,59276.95118,5131.870351,453077.854,14469.91054,15823.11849
Geum.laciniatum,3417595.517,1392417.638,124.9821587,3417600.131,1177187.007,7906303.369,2092845.096,1482431.845,2416594.287,2416585.089,2416539.56,3417347.513,3417578.629,30.07986868,2416536.823,1299226.465,2416555.445,145.3958891,1319647.209,1368561.721,1168504.543,2416601.409,1189420.757,2416439.214,1394537.151,3417600.9,3417597.226,3417584.303,1395228.214,2416595.96,1283603.037,3417582.502,1051218.79,1395228.722,1395228.689,1378484.261,2416602.513,1395227.423,174403.7479,3417596.799,2416606.065,231.4570615,2415174.635,3417600.131,1359067.394,1351613.759,2416608.491,3417597.653,2416596.689,2416561.506,1319372.094,348807.4948,1226460.633,2416603.526,3417595.005,2416572.523,0,2416605.342,1395228.819,3417573.901,3417556.471,1361378.132,2416440.636,3417598.764,27.08597423,988271.5602,1046422.479,3417582.417,1395206.418,8452266.633,1395229.83,3417599.64,3417590.818,2416607.503,2416607.537,2416607.033,2416553.837,3417352.504,2416604.126,654.2428468,3417014.183,3417590.605,3417571.423,3417600.917,872017.5763,1220826.225,2416608.092,2416607.975,1177065.359,488.7170142,2416607.842,2416597.864,1121763.462,1388031.37,2416588.093,42.28418735,29997445.07,1973146.328,1369921.794,3417591.701,1101970.527,1355255.388,1448740.632,2416554.832,1339463.186,1346777.013,3417556.101,1343439.286,3417596.115,2416464.476,1264669.183,1395219.863,1161525.106,1051303.247,2416600.085,3417598.679,2416406.231,3417600.746,697614.7677,581344.822,1046422.1,3417587.23,3226469.304,21.78720955,2416508.597,1375850.786,1348560.073,2416608.382,1133624.179,1382379.038,2415514.567
Glechoma.hederacea,0.524845941,5195.477,14922.72789,4.088916082,218190.8451,16110724.47,2576120.016,4984252.609,12543.59418,64677.86665,102107.4472,248.5287947,2052.105347,243.0316736,101810.2779,74644.70408,184.6965856,4893094.415,129441.8428,44595.41108,392696.1332,111640.5882,140025.1964,95369.7509,6441.96701,223.859115,1.183954808,3929.095669,148.2896557,94882.64283,193339.689,9.702374229,211641.9701,171.8575854,158.5664511,75152.16783,23107.87187,4661.311087,2114529.194,37.28758853,104594.6129,49392.3575,846.6215921,4.088916082,28645.34124,44219.59459,847323.4155,1793.188784,47300.1329,73937.34141,90579.31321,3020757.639,134926.5791,101818.0191,1935.546769,4129.390196,2416605.342,0,148.2991228,22.14117542,39.57094306,49407.76955,211.8747166,2.721875483,229.3612676,268181.6871,1891299.908,512.0462854,4790.793703,9847497.452,71259.8929,3.597635866,1985.967979,87375.12532,44071.80399,446665.3084,5564.709759,9451.134036,6335.683514,105817.8481,581.8588608,5723.391698,6492.14406,31.79214972,906226.6099,4531138.385,101763.5791,1664222.923,211471.344,6975.722198,54053.14184,4419.401292,299565.1804,149721.5295,71690.2805,362.9303365,25632010.7,8858.198854,26586.06475,4.341167616,156039.3767,86298.28895,178113.5119,77985.20972,114434.3471,37899.94448,39.94118322,74046.33889,0.073234321,5701.070937,143019.7896,9332.723538,256009.8052,280912.3087,62015.93761,6463.072315,49501.68745,4.704084351,388907.2377,1409686.58,1834715.255,8.812529574,6536078.039,30877.75206,12120.23817,76606.26406,53698.11523,60126.81799,453110.7012,12019.37316,91163.40267
Glyceria.borealis,3.161281386,12072.30774,4012.222573,1.452480637,202055.7107,9301532.187,3488073.912,2664197.666,30.26182295,31.39947531,71.46316293,251.1652301,20.04992879,7673.988745,74.0776898,89702.18213,59.5940059,6802.524745,75581.73155,26667.20235,226724.2801,296.8510214,205808.1396,169.5175817,12126.94213,2.221440974,1.452480637,14.3752863,35038.23348,29.94317152,103589.3371,16.17664709,410361.7202,12111.31236,87.4244614,16747.27647,240.5470528,8719.41092,1220825.073,1.879680824,28.47823214,216.0778547,1432.5909,1.452480637,36161.47141,43615.08016,20.06486339,1.025280449,16.09195054,46.7748714,75856.76433,1744036.31,168768.2185,137.7177113,3.67392161,43.3298096,1395228.819,148.2991228,0,24.77761086,42.2073785,33850.83651,168.6441985,0.085440037,6104.40926,406957.4591,2441651.297,16.26208713,35619.52757,9117013.298,10495.35758,0.961200421,7.860483446,26.88647429,120.8050245,216.8039017,61.80243712,246.1741079,27.66039961,638.86364,584.4952962,8.074083539,27.25537195,2.238528981,523211.2472,2423143.478,28.44536899,27.60048801,218163.5788,473.3378075,58.20197895,173.5528196,273465.3667,22639.40907,32.24932222,37692.15107,31392673.89,83.15204188,25307.06819,6.977603062,273554.0047,39974.59194,79656.00711,182.441065,55765.80021,48452.71383,42.57761866,51789.81889,2.563201124,142.8890844,120931.7721,5012.125175,216399.4652,318580.861,118.5523267,0,257.6217922,2.067648906,645950.489,753536.479,348806.7214,11.44896502,4278872.212,37.16641629,180.8846192,19378.37479,46668.86491,474.0947659,242501.4032,17360.68912,1092.958387
Helianthus.giganteus,21.61632948,6861.219488,NA,26.2300915,534066.4074,22783982.91,8543976.49,7048775.493,6.514802856,6.493442846,70.88105507,226.3876193,4.72768207,NA,74.75148877,235132.0084,48.41602123,NA,185111.6083,65296.00568,555334.0134,16.55909297,504099.9803,212.792297,1669.455612,26.99905184,23.32513022,10.40232456,23.29665022,8.881017223,273401.4413,8.600963773,842624.2718,24.52129075,24.45721072,40990.92741,18.12971872,21.36000936,2990373.714,22.89793004,23.17133816,NA,2001.176557,26.2300915,88552.26848,106809.8617,26.60236595,23.75233041,9.911044345,39.84537488,185785.4943,4271974.276,413371.1761,19.57353585,21.10368925,24.26497064,3417573.901,22.14117542,24.77761086,0,17.42976764,82892.13721,210.7805724,24.8630509,NA,996812.9969,5980775.025,8.515523736,30.09625319,24121314.32,27.25537195,25.73881128,16.91712742,25.20481105,25.24753107,24.52535932,50.69035365,221.3964971,20.42871296,NA,559.7176854,16.70352732,2.477761086,27.01613984,1281575.801,6407975.212,26.03785141,25.87279679,534364.4261,NA,25.68327526,11.56288507,669825.8166,17605.29945,2.245852414,NA,76896007.9,15.78504692,61964.52208,17.8000078,718308.4134,97889.80435,178091.3707,49.29387573,136572.5784,118657.5007,17.8000078,126833.18,22.21440974,177.0659336,319779.7116,2.840881245,572430.0693,842417.3922,14.70850245,24.77761086,259.445419,26.84525977,1708773.839,1993575.726,854373.7053,13.32864584,11320777.37,NA,114.6776183,47441.52587,114289.8442,26.37961156,640773.111,31450.64867,1520.439642
