River,Species,Presence
Cobleskill Creek,brassica_nigra,1
Saw Kill,commelina_communis,1
Kayaderosseras Creek,digitaria_sanguinalis,1
Fawn Lake,polygonum_hydropiper,1
Saw Kill,polygonum_hydropiper,1
Bullhead Pond Brook,sonchus_oleraceus,1
Kinderhook Creek,sonchus_oleraceus,1
New Pond Brook,sonchus_oleraceus,1
Quacken Kill,sonchus_oleraceus,1
Snook Kill,sonchus_oleraceus,1
