Source,Species,Family,Individual,Block,NewBlock,Treatment,Week,Height,Leaves,Flowering,StartWeek,EndWeek,Death
upslope,PoVi,Polygonaceae,38,1,2,flood,1,3.1,5,N,1,9,0
upslope,PoVi,Polygonaceae,38,1,2,flood,2,4,5,N,1,9,0
upslope,PoVi,Polygonaceae,38,1,2,flood,3,3.5,3,N,1,9,0
upslope,PoVi,Polygonaceae,38,1,2,flood,4,4,2,N,1,9,0
upslope,PoVi,Polygonaceae,38,1,2,flood,5,4,2,N,1,9,0
upslope,PoVi,Polygonaceae,38,1,2,flood,6,4.5,4,N,1,9,0
upslope,PoVi,Polygonaceae,38,1,2,flood,7,2,2,n,1,9,0
upslope,PoVi,Polygonaceae,38,1,2,flood,8,3.1,3,n,1,9,0
upslope,PoVi,Polygonaceae,38,1,2,flood,9,4,4,n,1,9,0
upslope,PoVi,Polygonaceae,39,2,3,flood,1,3.6,6,N,1,9,0
upslope,PoVi,Polygonaceae,39,2,3,flood,2,5.1,6,N,1,9,0
upslope,PoVi,Polygonaceae,39,2,3,flood,3,5.8,6,N,1,9,0
upslope,PoVi,Polygonaceae,39,2,3,flood,4,6.2,7,N,1,9,0
upslope,PoVi,Polygonaceae,39,2,3,flood,5,6.6,8,N,1,9,0
upslope,PoVi,Polygonaceae,39,2,3,flood,6,6.9,7,N,1,9,0
upslope,PoVi,Polygonaceae,39,2,3,flood,7,8.5,6,n,1,9,0
upslope,PoVi,Polygonaceae,39,2,3,flood,8,9,7,n,1,9,0
upslope,PoVi,Polygonaceae,39,2,3,flood,9,9.5,7,n,1,9,0
upslope,PoVi,Polygonaceae,40,2,3,flood,1,5.5,7,N,1,9,0
upslope,PoVi,Polygonaceae,40,2,3,flood,2,7.4,8,N,1,9,0
upslope,PoVi,Polygonaceae,40,2,3,flood,3,8.8,8,N,1,9,0
upslope,PoVi,Polygonaceae,40,2,3,flood,4,9.1,7,N,1,9,0
upslope,PoVi,Polygonaceae,40,2,3,flood,5,9.3,7,N,1,9,0
upslope,PoVi,Polygonaceae,40,2,3,flood,6,10.5,7,N,1,9,0
upslope,PoVi,Polygonaceae,40,2,3,flood,7,11.5,7,n,1,9,0
upslope,PoVi,Polygonaceae,40,2,3,flood,8,12.1,7,n,1,9,0
upslope,PoVi,Polygonaceae,40,2,3,flood,9,12.4,7,n,1,9,0
upslope,PoVi,Polygonaceae,41,2,3,control,1,3.1,6,N,1,9,1
upslope,PoVi,Polygonaceae,41,2,3,control,2,5.1,6,N,1,9,1
upslope,PoVi,Polygonaceae,41,2,3,control,3,5.6,7,N,1,9,1
upslope,PoVi,Polygonaceae,41,2,3,control,4,5.6,8,N,1,9,1
upslope,PoVi,Polygonaceae,41,2,3,control,5,6.8,9,N,1,9,1
upslope,PoVi,Polygonaceae,41,2,3,control,6,6.6,9,N,1,9,1
upslope,PoVi,Polygonaceae,41,2,3,control,7,7,6,n,1,9,1
upslope,PoVi,Polygonaceae,41,2,3,control,8,7,5,n,1,9,1
upslope,PoVi,Polygonaceae,41,2,3,control,9,.,.,n,1,9,1
upslope,PoVi,Polygonaceae,42,1,2,control,1,3.2,3,N,1,7,1
upslope,PoVi,Polygonaceae,42,1,2,control,2,4.5,4,N,1,7,1
upslope,PoVi,Polygonaceae,42,1,2,control,3,4.5,5,N,1,7,1
upslope,PoVi,Polygonaceae,42,1,2,control,4,5.3,5,N,1,7,1
upslope,PoVi,Polygonaceae,42,1,2,control,5,5,4,N,1,7,1
upslope,PoVi,Polygonaceae,42,1,2,control,6,5.8,4,N,1,7,1
upslope,PoVi,Polygonaceae,42,1,2,control,7,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,42,1,2,control,8,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,42,1,2,control,9,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,43,2,3,flood,1,5,5,N,1,9,0
upslope,PoVi,Polygonaceae,43,2,3,flood,2,5,6,N,1,9,0
upslope,PoVi,Polygonaceae,43,2,3,flood,3,5.6,6,N,1,9,0
upslope,PoVi,Polygonaceae,43,2,3,flood,4,6.7,8,N,1,9,0
upslope,PoVi,Polygonaceae,43,2,3,flood,5,6.7,9,N,1,9,0
upslope,PoVi,Polygonaceae,43,2,3,flood,6,8,11,N,1,9,0
upslope,PoVi,Polygonaceae,43,2,3,flood,7,8.7,10,n,1,9,0
upslope,PoVi,Polygonaceae,43,2,3,flood,8,9.5,10,n,1,9,0
upslope,PoVi,Polygonaceae,43,2,3,flood,9,10.2,9,n,1,9,0
upslope,PoVi,Polygonaceae,44,1,2,control,1,4.5,4,N,1,3,1
upslope,PoVi,Polygonaceae,44,1,2,control,2,5.5,5,N,1,3,1
upslope,PoVi,Polygonaceae,44,1,2,control,3,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,44,1,2,control,4,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,44,1,2,control,5,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,44,1,2,control,6,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,44,1,2,control,7,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,44,1,2,control,8,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,44,1,2,control,9,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,45,2,3,bury,1,4.1,4,N,1,7,1
upslope,PoVi,Polygonaceae,45,2,3,bury,2,2.8,4,N,1,7,1
upslope,PoVi,Polygonaceae,45,2,3,bury,3,2.2,2,N,1,7,1
upslope,PoVi,Polygonaceae,45,2,3,bury,4,2.2,2,N,1,7,1
upslope,PoVi,Polygonaceae,45,2,3,bury,5,3,2,N,1,7,1
upslope,PoVi,Polygonaceae,45,2,3,bury,6,2.9,2,N,1,7,1
upslope,PoVi,Polygonaceae,45,2,3,bury,7,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,45,2,3,bury,8,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,45,2,3,bury,9,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,46,2,3,fertilizer,1,3.7,4,N,1,6,1
upslope,PoVi,Polygonaceae,46,2,3,fertilizer,2,3.1,6,N,1,6,1
upslope,PoVi,Polygonaceae,46,2,3,fertilizer,3,3.9,3,N,1,6,1
upslope,PoVi,Polygonaceae,46,2,3,fertilizer,4,5.5,2,N,1,6,1
upslope,PoVi,Polygonaceae,46,2,3,fertilizer,5,7.2,1,N,1,6,1
upslope,PoVi,Polygonaceae,46,2,3,fertilizer,6,.,.,N,1,6,1
upslope,PoVi,Polygonaceae,46,2,3,fertilizer,7,.,.,n,1,6,1
upslope,PoVi,Polygonaceae,46,2,3,fertilizer,8,.,.,n,1,6,1
upslope,PoVi,Polygonaceae,46,2,3,fertilizer,9,.,.,n,1,6,1
upslope,PoVi,Polygonaceae,47,2,3,control,1,3.9,4,N,1,3,1
upslope,PoVi,Polygonaceae,47,2,3,control,2,2.1,3,N,1,3,1
upslope,PoVi,Polygonaceae,47,2,3,control,3,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,47,2,3,control,4,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,47,2,3,control,5,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,47,2,3,control,6,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,47,2,3,control,7,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,47,2,3,control,8,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,47,2,3,control,9,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,48,2,3,fertilizer,1,4.8,5,N,1,9,0
upslope,PoVi,Polygonaceae,48,2,3,fertilizer,2,5.9,5,N,1,9,0
upslope,PoVi,Polygonaceae,48,2,3,fertilizer,3,7.1,5,N,1,9,0
upslope,PoVi,Polygonaceae,48,2,3,fertilizer,4,6.9,6,N,1,9,0
upslope,PoVi,Polygonaceae,48,2,3,fertilizer,5,7.6,7,N,1,9,0
upslope,PoVi,Polygonaceae,48,2,3,fertilizer,6,8.2,8,N,1,9,0
upslope,PoVi,Polygonaceae,48,2,3,fertilizer,7,9.5,9,n,1,9,0
upslope,PoVi,Polygonaceae,48,2,3,fertilizer,8,11,12,n,1,9,0
upslope,PoVi,Polygonaceae,48,2,3,fertilizer,9,11.6,14,n,1,9,0
greenline,PrVu,Lamiaceae,1,2,1,bury,1,3.2,7,N,1,6,1
greenline,PrVu,Lamiaceae,1,2,1,bury,2,5,3,N,1,6,1
greenline,PrVu,Lamiaceae,1,2,1,bury,3,4.3,2,N,1,6,1
greenline,PrVu,Lamiaceae,1,2,1,bury,4,4.2,4,N,1,6,1
greenline,PrVu,Lamiaceae,1,2,1,bury,5,3.5,4,N,1,6,1
greenline,PrVu,Lamiaceae,1,2,1,bury,6,.,.,N,1,6,1
greenline,PrVu,Lamiaceae,1,2,1,bury,7,.,.,n,1,6,1
greenline,PrVu,Lamiaceae,1,2,1,bury,8,.,.,n,1,6,1
greenline,PrVu,Lamiaceae,1,2,1,bury,9,.,.,n,1,6,1
greenline,PrVu,Lamiaceae,2,2,1,fertilizer,1,4.1,7,N,1,8,1
greenline,PrVu,Lamiaceae,2,2,1,fertilizer,2,5.5,8,N,1,8,1
greenline,PrVu,Lamiaceae,2,2,1,fertilizer,3,5.7,9,N,1,8,1
greenline,PrVu,Lamiaceae,2,2,1,fertilizer,4,5.7,7,N,1,8,1
greenline,PrVu,Lamiaceae,2,2,1,fertilizer,5,5.3,4,N,1,8,1
greenline,PrVu,Lamiaceae,2,2,1,fertilizer,6,5.8,3,N,1,8,1
greenline,PrVu,Lamiaceae,2,2,1,fertilizer,7,5.3,2,n,1,8,1
greenline,PrVu,Lamiaceae,2,2,1,fertilizer,8,.,.,n,1,8,1
greenline,PrVu,Lamiaceae,2,2,1,fertilizer,9,.,.,n,1,8,1
greenline,PrVu,Lamiaceae,3,2,1,flood,1,4.9,13,N,1,9,0
greenline,PrVu,Lamiaceae,3,2,1,flood,2,6.4,15,N,1,9,0
greenline,PrVu,Lamiaceae,3,2,1,flood,3,7.6,16,N,1,9,0
greenline,PrVu,Lamiaceae,3,2,1,flood,4,7.8,17,N,1,9,0
greenline,PrVu,Lamiaceae,3,2,1,flood,5,7.8,20,N,1,9,0
greenline,PrVu,Lamiaceae,3,2,1,flood,6,7.9,30,N,1,9,0
greenline,PrVu,Lamiaceae,3,2,1,flood,7,8,32,n,1,9,0
greenline,PrVu,Lamiaceae,3,2,1,flood,8,8.1,30,n,1,9,0
greenline,PrVu,Lamiaceae,3,2,1,flood,9,8.1,30,n,1,9,0
greenline,PrVu,Lamiaceae,4,1,1,bury,1,3.9,4,N,1,7,1
greenline,PrVu,Lamiaceae,4,1,1,bury,2,4.4,3,N,1,7,1
greenline,PrVu,Lamiaceae,4,1,1,bury,3,4.6,3,N,1,7,1
greenline,PrVu,Lamiaceae,4,1,1,bury,4,4.1,3,N,1,7,1
greenline,PrVu,Lamiaceae,4,1,1,bury,5,3.8,5,N,1,7,1
greenline,PrVu,Lamiaceae,4,1,1,bury,6,3.9,5,N,1,7,1
greenline,PrVu,Lamiaceae,4,1,1,bury,7,.,.,n,1,7,1
greenline,PrVu,Lamiaceae,4,1,1,bury,8,.,.,n,1,7,1
greenline,PrVu,Lamiaceae,4,1,1,bury,9,.,.,n,1,7,1
greenline,PrVu,Lamiaceae,5,3,3,bury,1,1.5,7,N,1,3,1
greenline,PrVu,Lamiaceae,5,3,3,bury,2,0.6,2,N,1,3,1
greenline,PrVu,Lamiaceae,5,3,3,bury,3,.,.,N,1,3,1
greenline,PrVu,Lamiaceae,5,3,3,bury,4,.,.,N,1,3,1
greenline,PrVu,Lamiaceae,5,3,3,bury,5,.,.,N,1,3,1
greenline,PrVu,Lamiaceae,5,3,3,bury,6,.,.,N,1,3,1
greenline,PrVu,Lamiaceae,5,3,3,bury,7,.,.,n,1,3,1
greenline,PrVu,Lamiaceae,5,3,3,bury,8,.,.,n,1,3,1
greenline,PrVu,Lamiaceae,5,3,3,bury,9,.,.,n,1,3,1
greenline,PrVu,Lamiaceae,6,2,1,control,1,4,8,N,1,5,1
greenline,PrVu,Lamiaceae,6,2,1,control,2,5.2,11,N,1,5,1
greenline,PrVu,Lamiaceae,6,2,1,control,3,5.6,17,N,1,5,1
greenline,PrVu,Lamiaceae,6,2,1,control,4,4.7,10,N,1,5,1
greenline,PrVu,Lamiaceae,6,2,1,control,5,.,.,N,1,5,1
greenline,PrVu,Lamiaceae,6,2,1,control,6,.,.,N,1,5,1
greenline,PrVu,Lamiaceae,6,2,1,control,7,.,.,n,1,5,1
greenline,PrVu,Lamiaceae,6,2,1,control,8,.,.,n,1,5,1
greenline,PrVu,Lamiaceae,6,2,1,control,9,.,.,n,1,5,1
greenline,PrVu,Lamiaceae,7,3,3,control,1,5.1,9,N,1,9,0
greenline,PrVu,Lamiaceae,7,3,3,control,2,8.5,17,N,1,9,0
greenline,PrVu,Lamiaceae,7,3,3,control,3,8.5,19,N,1,9,0
greenline,PrVu,Lamiaceae,7,3,3,control,4,10.5,29,N,1,9,0
greenline,PrVu,Lamiaceae,7,3,3,control,5,11.5,31,N,1,9,0
greenline,PrVu,Lamiaceae,7,3,3,control,6,11.4,35,N,1,9,0
greenline,PrVu,Lamiaceae,7,3,3,control,7,11.2,40,n,1,9,0
greenline,PrVu,Lamiaceae,7,3,3,control,8,11.5,48,n,1,9,0
greenline,PrVu,Lamiaceae,7,3,3,control,9,11.5,49,n,1,9,0
greenline,PrVu,Lamiaceae,8,3,3,flood,1,3.5,12,N,1,9,0
greenline,PrVu,Lamiaceae,8,3,3,flood,2,5.9,12,N,1,9,0
greenline,PrVu,Lamiaceae,8,3,3,flood,3,8,17,N,1,9,0
greenline,PrVu,Lamiaceae,8,3,3,flood,4,9.7,19,N,1,9,0
greenline,PrVu,Lamiaceae,8,3,3,flood,5,10.2,26,N,1,9,0
greenline,PrVu,Lamiaceae,8,3,3,flood,6,11,26,N,1,9,0
greenline,PrVu,Lamiaceae,8,3,3,flood,7,11.4,36,n,1,9,0
greenline,PrVu,Lamiaceae,8,3,3,flood,8,11.4,35,n,1,9,0
greenline,PrVu,Lamiaceae,8,3,3,flood,9,11.5,42,n,1,9,0
greenline,PrVu,Lamiaceae,9,3,3,control,1,3,6,N,1,9,0
greenline,PrVu,Lamiaceae,9,3,3,control,2,3.5,6,N,1,9,0
greenline,PrVu,Lamiaceae,9,3,3,control,3,3.5,6,N,1,9,0
greenline,PrVu,Lamiaceae,9,3,3,control,4,4.4,8,N,1,9,0
greenline,PrVu,Lamiaceae,9,3,3,control,5,5,9,N,1,9,0
greenline,PrVu,Lamiaceae,9,3,3,control,6,5,8,N,1,9,0
greenline,PrVu,Lamiaceae,9,3,3,control,7,5,11,n,1,9,0
greenline,PrVu,Lamiaceae,9,3,3,control,8,5.7,13,n,1,9,0
greenline,PrVu,Lamiaceae,9,3,3,control,9,5.8,19,n,1,9,0
greenline,PrVu,Lamiaceae,10,3,3,fertilizer,1,3,8,N,1,9,0
greenline,PrVu,Lamiaceae,10,3,3,fertilizer,2,5.4,8,N,1,9,0
greenline,PrVu,Lamiaceae,10,3,3,fertilizer,3,5.7,10,N,1,9,0
greenline,PrVu,Lamiaceae,10,3,3,fertilizer,4,5.7,8,N,1,9,0
greenline,PrVu,Lamiaceae,10,3,3,fertilizer,5,7.5,10,N,1,9,0
greenline,PrVu,Lamiaceae,10,3,3,fertilizer,6,8.1,16,N,1,9,0
greenline,PrVu,Lamiaceae,10,3,3,fertilizer,7,9,26,n,1,9,0
greenline,PrVu,Lamiaceae,10,3,3,fertilizer,8,10.1,31,n,1,9,0
greenline,PrVu,Lamiaceae,10,3,3,fertilizer,9,10.1,38,n,1,9,0
greenline,PrVu,Lamiaceae,11,3,3,flood,1,3.5,10,N,1,9,0
greenline,PrVu,Lamiaceae,11,3,3,flood,2,4.6,10,N,1,9,0
greenline,PrVu,Lamiaceae,11,3,3,flood,3,4.7,16,N,1,9,0
greenline,PrVu,Lamiaceae,11,3,3,flood,4,5.6,12,N,1,9,0
greenline,PrVu,Lamiaceae,11,3,3,flood,5,5.8,22,N,1,9,0
greenline,PrVu,Lamiaceae,11,3,3,flood,6,6.9,20,N,1,9,0
greenline,PrVu,Lamiaceae,11,3,3,flood,7,7.9,24,n,1,9,0
greenline,PrVu,Lamiaceae,11,3,3,flood,8,8.1,21,n,1,9,0
greenline,PrVu,Lamiaceae,11,3,3,flood,9,8.4,24,n,1,9,0
greenline,PrVu,Lamiaceae,12,1,1,fertilizer,1,3.8,6,N,1,9,0
greenline,PrVu,Lamiaceae,12,1,1,fertilizer,2,6.7,14,N,1,9,0
greenline,PrVu,Lamiaceae,12,1,1,fertilizer,3,8.1,18,N,1,9,0
greenline,PrVu,Lamiaceae,12,1,1,fertilizer,4,8.5,29,N,1,9,0
greenline,PrVu,Lamiaceae,12,1,1,fertilizer,5,9,29,N,1,9,0
greenline,PrVu,Lamiaceae,12,1,1,fertilizer,6,8.5,43,N,1,9,0
greenline,PrVu,Lamiaceae,12,1,1,fertilizer,7,8.6,43,n,1,9,0
greenline,PrVu,Lamiaceae,12,1,1,fertilizer,8,8.6,52,n,1,9,0
greenline,PrVu,Lamiaceae,12,1,1,fertilizer,9,7.5,52,n,1,9,0
greenline,PrVu,Lamiaceae,13,3,3,fertilizer,1,2.1,6,N,1,9,0
greenline,PrVu,Lamiaceae,13,3,3,fertilizer,2,3.1,6,N,1,9,0
greenline,PrVu,Lamiaceae,13,3,3,fertilizer,3,3.4,4,N,1,9,0
greenline,PrVu,Lamiaceae,13,3,3,fertilizer,4,2.9,3,N,1,9,0
greenline,PrVu,Lamiaceae,13,3,3,fertilizer,5,3,3,N,1,9,0
greenline,PrVu,Lamiaceae,13,3,3,fertilizer,6,3.2,4,N,1,9,0
greenline,PrVu,Lamiaceae,13,3,3,fertilizer,7,3.2,5,n,1,9,0
greenline,PrVu,Lamiaceae,13,3,3,fertilizer,8,3.2,8,n,1,9,0
greenline,PrVu,Lamiaceae,13,3,3,fertilizer,9,3.2,11,n,1,9,0
greenline,PrVu,Lamiaceae,14,3,3,control,1,4.6,10,N,1,9,0
greenline,PrVu,Lamiaceae,14,3,3,control,2,5.8,16,N,1,9,0
greenline,PrVu,Lamiaceae,14,3,3,control,3,8.7,23,N,1,9,0
greenline,PrVu,Lamiaceae,14,3,3,control,4,9.6,29,N,1,9,0
greenline,PrVu,Lamiaceae,14,3,3,control,5,9.8,32,N,1,9,0
greenline,PrVu,Lamiaceae,14,3,3,control,6,9.5,36,N,1,9,0
greenline,PrVu,Lamiaceae,14,3,3,control,7,9.6,43,n,1,9,0
greenline,PrVu,Lamiaceae,14,3,3,control,8,9.6,52,n,1,9,0
greenline,PrVu,Lamiaceae,14,3,3,control,9,9.8,53,n,1,9,0
greenline,PrVu,Lamiaceae,15,3,3,bury,1,3.7,6,N,1,4,1
greenline,PrVu,Lamiaceae,15,3,3,bury,2,1.8,1,N,1,4,1
greenline,PrVu,Lamiaceae,15,3,3,bury,3,2.1,1,N,1,4,1
greenline,PrVu,Lamiaceae,15,3,3,bury,4,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,15,3,3,bury,5,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,15,3,3,bury,6,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,15,3,3,bury,7,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,15,3,3,bury,8,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,15,3,3,bury,9,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,16,1,1,flood,1,5.9,6,N,1,9,0
greenline,PrVu,Lamiaceae,16,1,1,flood,2,7,6,N,1,9,0
greenline,PrVu,Lamiaceae,16,1,1,flood,3,7.7,8,N,1,9,0
greenline,PrVu,Lamiaceae,16,1,1,flood,4,10.2,12,N,1,9,0
greenline,PrVu,Lamiaceae,16,1,1,flood,5,10.5,18,N,1,9,0
greenline,PrVu,Lamiaceae,16,1,1,flood,6,10.8,24,N,1,9,0
greenline,PrVu,Lamiaceae,16,1,1,flood,7,10.5,24,n,1,9,0
greenline,PrVu,Lamiaceae,16,1,1,flood,8,10.5,24,n,1,9,0
greenline,PrVu,Lamiaceae,16,1,1,flood,9,10.2,28,n,1,9,0
greenline,PrVu,Lamiaceae,17,2,1,bury,1,4.3,7,N,1,7,1
greenline,PrVu,Lamiaceae,17,2,1,bury,2,5.5,4,N,1,7,1
greenline,PrVu,Lamiaceae,17,2,1,bury,3,6.5,3,N,1,7,1
greenline,PrVu,Lamiaceae,17,2,1,bury,4,6.5,5,N,1,7,1
greenline,PrVu,Lamiaceae,17,2,1,bury,5,6.2,5,N,1,7,1
greenline,PrVu,Lamiaceae,17,2,1,bury,6,5.8,5,N,1,7,1
greenline,PrVu,Lamiaceae,17,2,1,bury,7,.,.,n,1,7,1
greenline,PrVu,Lamiaceae,17,2,1,bury,8,.,.,n,1,7,1
greenline,PrVu,Lamiaceae,17,2,1,bury,9,.,.,n,1,7,1
greenline,PrVu,Lamiaceae,18,1,1,control,1,3.4,6,N,1,6,1
greenline,PrVu,Lamiaceae,18,1,1,control,2,4.2,6,N,1,6,1
greenline,PrVu,Lamiaceae,18,1,1,control,3,5.6,10,N,1,6,1
greenline,PrVu,Lamiaceae,18,1,1,control,4,6.5,18,N,1,6,1
greenline,PrVu,Lamiaceae,18,1,1,control,5,6.1,21,N,1,6,1
greenline,PrVu,Lamiaceae,18,1,1,control,6,.,.,N,1,6,1
greenline,PrVu,Lamiaceae,18,1,1,control,7,.,.,n,1,6,1
greenline,PrVu,Lamiaceae,18,1,1,control,8,.,.,n,1,6,1
greenline,PrVu,Lamiaceae,18,1,1,control,9,.,.,n,1,6,1
greenline,PrVu,Lamiaceae,19,2,1,bury,1,3,6,N,1,9,0
greenline,PrVu,Lamiaceae,19,2,1,bury,2,3,3,N,1,9,0
greenline,PrVu,Lamiaceae,19,2,1,bury,3,2,2,N,1,9,0
greenline,PrVu,Lamiaceae,19,2,1,bury,4,2.5,1,N,1,9,0
greenline,PrVu,Lamiaceae,19,2,1,bury,5,3,3,N,1,9,0
greenline,PrVu,Lamiaceae,19,2,1,bury,6,2.6,3,N,1,9,0
greenline,PrVu,Lamiaceae,19,2,1,bury,7,3.1,4,n,1,9,0
greenline,PrVu,Lamiaceae,19,2,1,bury,8,3.2,5,n,1,9,0
greenline,PrVu,Lamiaceae,19,2,1,bury,9,4.4,7,n,1,9,0
greenline,PrVu,Lamiaceae,20,3,3,flood,1,3.5,5,N,1,9,0
greenline,PrVu,Lamiaceae,20,3,3,flood,2,4,5,N,1,9,0
greenline,PrVu,Lamiaceae,20,3,3,flood,3,4.6,9,N,1,9,0
greenline,PrVu,Lamiaceae,20,3,3,flood,4,7.7,7,N,1,9,0
greenline,PrVu,Lamiaceae,20,3,3,flood,5,8.2,13,N,1,9,0
greenline,PrVu,Lamiaceae,20,3,3,flood,6,8.5,14,N,1,9,0
greenline,PrVu,Lamiaceae,20,3,3,flood,7,8.8,13,n,1,9,0
greenline,PrVu,Lamiaceae,20,3,3,flood,8,8.8,13,n,1,9,0
greenline,PrVu,Lamiaceae,20,3,3,flood,9,8.6,16,n,1,9,0
greenline,PrVu,Lamiaceae,21,3,3,fertilizer,1,4.8,6,N,1,9,0
greenline,PrVu,Lamiaceae,21,3,3,fertilizer,2,6.1,10,N,1,9,0
greenline,PrVu,Lamiaceae,21,3,3,fertilizer,3,9.5,13,N,1,9,0
greenline,PrVu,Lamiaceae,21,3,3,fertilizer,4,9.9,20,N,1,9,0
greenline,PrVu,Lamiaceae,21,3,3,fertilizer,5,11.1,26,N,1,9,0
greenline,PrVu,Lamiaceae,21,3,3,fertilizer,6,11.5,36,N,1,9,0
greenline,PrVu,Lamiaceae,21,3,3,fertilizer,7,15.1,54,n,1,9,0
greenline,PrVu,Lamiaceae,21,3,3,fertilizer,8,15.7,75,n,1,9,0
greenline,PrVu,Lamiaceae,21,3,3,fertilizer,9,16,75,n,1,9,0
greenline,PrVu,Lamiaceae,22,1,1,control,1,1.8,5,N,1,7,1
greenline,PrVu,Lamiaceae,22,1,1,control,2,2.7,5,N,1,7,1
greenline,PrVu,Lamiaceae,22,1,1,control,3,3.6,6,N,1,7,1
greenline,PrVu,Lamiaceae,22,1,1,control,4,3.2,6,N,1,7,1
greenline,PrVu,Lamiaceae,22,1,1,control,5,2.1,4,N,1,7,1
greenline,PrVu,Lamiaceae,22,1,1,control,6,0.5,2,N,1,7,1
greenline,PrVu,Lamiaceae,22,1,1,control,7,.,.,n,1,7,1
greenline,PrVu,Lamiaceae,22,1,1,control,8,.,.,n,1,7,1
greenline,PrVu,Lamiaceae,22,1,1,control,9,.,.,n,1,7,1
greenline,PrVu,Lamiaceae,23,2,1,flood,1,3.6,6,N,1,9,0
greenline,PrVu,Lamiaceae,23,2,1,flood,2,4.7,8,N,1,9,0
greenline,PrVu,Lamiaceae,23,2,1,flood,3,5.1,12,N,1,9,0
greenline,PrVu,Lamiaceae,23,2,1,flood,4,6.1,16,N,1,9,0
greenline,PrVu,Lamiaceae,23,2,1,flood,5,6.5,16,N,1,9,0
greenline,PrVu,Lamiaceae,23,2,1,flood,6,7.6,21,N,1,9,0
greenline,PrVu,Lamiaceae,23,2,1,flood,7,8,28,n,1,9,0
greenline,PrVu,Lamiaceae,23,2,1,flood,8,7.4,28,n,1,9,0
greenline,PrVu,Lamiaceae,23,2,1,flood,9,7.9,27,n,1,9,0
greenline,PrVu,Lamiaceae,24,1,1,bury,1,3.4,6,N,1,9,0
greenline,PrVu,Lamiaceae,24,1,1,bury,2,4.1,2,N,1,9,0
greenline,PrVu,Lamiaceae,24,1,1,bury,3,5,1,N,1,9,0
greenline,PrVu,Lamiaceae,24,1,1,bury,4,5.1,3,N,1,9,0
greenline,PrVu,Lamiaceae,24,1,1,bury,5,5.9,6,N,1,9,0
greenline,PrVu,Lamiaceae,24,1,1,bury,6,5.9,9,N,1,9,0
greenline,PrVu,Lamiaceae,24,1,1,bury,7,5.2,7,n,1,9,0
greenline,PrVu,Lamiaceae,24,1,1,bury,8,5.3,11,n,1,9,0
greenline,PrVu,Lamiaceae,24,1,1,bury,9,5.5,10,n,1,9,0
greenline,PrVu,Lamiaceae,25,3,3,fertilizer,1,3.5,7,N,1,9,0
greenline,PrVu,Lamiaceae,25,3,3,fertilizer,2,5,7,N,1,9,0
greenline,PrVu,Lamiaceae,25,3,3,fertilizer,3,5.5,10,N,1,9,0
greenline,PrVu,Lamiaceae,25,3,3,fertilizer,4,7.7,12,N,1,9,0
greenline,PrVu,Lamiaceae,25,3,3,fertilizer,5,8.6,23,N,1,9,0
greenline,PrVu,Lamiaceae,25,3,3,fertilizer,6,10,32,N,1,9,0
greenline,PrVu,Lamiaceae,25,3,3,fertilizer,7,12.3,45,n,1,9,0
greenline,PrVu,Lamiaceae,25,3,3,fertilizer,8,13.3,48,n,1,9,0
greenline,PrVu,Lamiaceae,25,3,3,fertilizer,9,13.9,64,n,1,9,0
greenline,PrVu,Lamiaceae,26,3,3,bury,1,4.9,6,N,1,9,0
greenline,PrVu,Lamiaceae,26,3,3,bury,2,6.6,3,N,1,9,0
greenline,PrVu,Lamiaceae,26,3,3,bury,3,6.5,4,N,1,9,0
greenline,PrVu,Lamiaceae,26,3,3,bury,4,7.4,5,N,1,9,0
greenline,PrVu,Lamiaceae,26,3,3,bury,5,8,8,N,1,9,0
greenline,PrVu,Lamiaceae,26,3,3,bury,6,8.6,10,N,1,9,0
greenline,PrVu,Lamiaceae,26,3,3,bury,7,11,15,n,1,9,0
greenline,PrVu,Lamiaceae,26,3,3,bury,8,13.4,18,n,1,9,0
greenline,PrVu,Lamiaceae,26,3,3,bury,9,13.4,27,n,1,9,0
