Source,Species,Family,Individual,Block,NewBlock,Treatment,Week,Height,Leaves,Flowering,StartWeek,EndWeek,Death
upslope,PoVi,Polygonaceae,1,1,2,control,1,3.1,3,N,1,3,1
upslope,PoVi,Polygonaceae,1,1,2,control,2,1.1,3,N,1,3,1
upslope,PoVi,Polygonaceae,1,1,2,control,3,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,1,1,2,control,4,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,1,1,2,control,5,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,1,1,2,control,6,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,1,1,2,control,7,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,1,1,2,control,8,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,1,1,2,control,9,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,2,2,3,control,1,6.9,5,N,1,3,1
upslope,PoVi,Polygonaceae,2,2,3,control,2,6.2,3,N,1,3,1
upslope,PoVi,Polygonaceae,2,2,3,control,3,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,2,2,3,control,4,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,2,2,3,control,5,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,2,2,3,control,6,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,2,2,3,control,7,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,2,2,3,control,8,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,2,2,3,control,9,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,3,2,3,bury,1,3,3,N,1,8,1
upslope,PoVi,Polygonaceae,3,2,3,bury,2,2.1,3,N,1,8,1
upslope,PoVi,Polygonaceae,3,2,3,bury,3,2.1,3,N,1,8,1
upslope,PoVi,Polygonaceae,3,2,3,bury,4,2.1,2,N,1,8,1
upslope,PoVi,Polygonaceae,3,2,3,bury,5,2.1,2,N,1,8,1
upslope,PoVi,Polygonaceae,3,2,3,bury,6,1.5,2,N,1,8,1
upslope,PoVi,Polygonaceae,3,2,3,bury,7,1.2,2,n,1,8,1
upslope,PoVi,Polygonaceae,3,2,3,bury,8,.,.,n,1,8,1
upslope,PoVi,Polygonaceae,3,2,3,bury,9,.,.,n,1,8,1
upslope,PoVi,Polygonaceae,4,1,2,control,1,4.8,5,N,1,3,1
upslope,PoVi,Polygonaceae,4,1,2,control,2,4.5,4,N,1,3,1
upslope,PoVi,Polygonaceae,4,1,2,control,3,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,4,1,2,control,4,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,4,1,2,control,5,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,4,1,2,control,6,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,4,1,2,control,7,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,4,1,2,control,8,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,4,1,2,control,9,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,5,3,1,fertilizer,1,3.8,5,N,1,3,1
upslope,PoVi,Polygonaceae,5,3,1,fertilizer,2,6,2,N,1,3,1
upslope,PoVi,Polygonaceae,5,3,1,fertilizer,3,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,5,3,1,fertilizer,4,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,5,3,1,fertilizer,5,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,5,3,1,fertilizer,6,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,5,3,1,fertilizer,7,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,5,3,1,fertilizer,8,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,5,3,1,fertilizer,9,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,6,1,2,bury,1,4,3,N,1,9,0
upslope,PoVi,Polygonaceae,6,1,2,bury,2,1,3,N,1,9,0
upslope,PoVi,Polygonaceae,6,1,2,bury,3,0.8,3,N,1,9,0
upslope,PoVi,Polygonaceae,6,1,2,bury,4,3,4,N,1,9,0
upslope,PoVi,Polygonaceae,6,1,2,bury,5,4,7,N,1,9,0
upslope,PoVi,Polygonaceae,6,1,2,bury,6,3.6,5,N,1,9,0
upslope,PoVi,Polygonaceae,6,1,2,bury,7,4.3,13,n,1,9,0
upslope,PoVi,Polygonaceae,6,1,2,bury,8,5.9,10,n,1,9,0
upslope,PoVi,Polygonaceae,6,1,2,bury,9,7.1,11,n,1,9,0
upslope,PoVi,Polygonaceae,7,3,1,flood,1,4.1,5,N,1,9,0
upslope,PoVi,Polygonaceae,7,3,1,flood,2,7.5,6,N,1,9,0
upslope,PoVi,Polygonaceae,7,3,1,flood,3,9.1,6,N,1,9,0
upslope,PoVi,Polygonaceae,7,3,1,flood,4,9.8,6,N,1,9,0
upslope,PoVi,Polygonaceae,7,3,1,flood,5,9.8,7,N,1,9,0
upslope,PoVi,Polygonaceae,7,3,1,flood,6,8,6,N,1,9,0
upslope,PoVi,Polygonaceae,7,3,1,flood,7,10.6,5,n,1,9,0
upslope,PoVi,Polygonaceae,7,3,1,flood,8,10.6,4,n,1,9,0
upslope,PoVi,Polygonaceae,7,3,1,flood,9,11.7,4,n,1,9,0
upslope,PoVi,Polygonaceae,8,3,1,flood,1,2.8,4,N,1,7,1
upslope,PoVi,Polygonaceae,8,3,1,flood,2,4.1,5,N,1,7,1
upslope,PoVi,Polygonaceae,8,3,1,flood,3,5,3,N,1,7,1
upslope,PoVi,Polygonaceae,8,3,1,flood,4,5.3,4,N,1,7,1
upslope,PoVi,Polygonaceae,8,3,1,flood,5,5.3,4,N,1,7,1
upslope,PoVi,Polygonaceae,8,3,1,flood,6,5.1,1,N,1,7,1
upslope,PoVi,Polygonaceae,8,3,1,flood,7,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,8,3,1,flood,8,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,8,3,1,flood,9,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,9,3,1,bury,1,3,3,N,1,3,1
upslope,PoVi,Polygonaceae,9,3,1,bury,2,2,2,N,1,3,1
upslope,PoVi,Polygonaceae,9,3,1,bury,3,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,9,3,1,bury,4,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,9,3,1,bury,5,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,9,3,1,bury,6,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,9,3,1,bury,7,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,9,3,1,bury,8,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,9,3,1,bury,9,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,10,3,1,control,1,4.2,5,N,1,7,1
upslope,PoVi,Polygonaceae,10,3,1,control,2,5.5,3,N,1,7,1
upslope,PoVi,Polygonaceae,10,3,1,control,3,5.1,3,N,1,7,1
upslope,PoVi,Polygonaceae,10,3,1,control,4,5.1,3,N,1,7,1
upslope,PoVi,Polygonaceae,10,3,1,control,5,5.5,3,N,1,7,1
upslope,PoVi,Polygonaceae,10,3,1,control,6,4.4,1,N,1,7,1
upslope,PoVi,Polygonaceae,10,3,1,control,7,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,10,3,1,control,8,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,10,3,1,control,9,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,11,3,1,control,1,6,6,N,1,9,0
upslope,PoVi,Polygonaceae,11,3,1,control,2,7.2,7,N,1,9,0
upslope,PoVi,Polygonaceae,11,3,1,control,3,7.2,7,N,1,9,0
upslope,PoVi,Polygonaceae,11,3,1,control,4,7.5,6,N,1,9,0
upslope,PoVi,Polygonaceae,11,3,1,control,5,7.5,6,N,1,9,0
upslope,PoVi,Polygonaceae,11,3,1,control,6,8,6,N,1,9,0
upslope,PoVi,Polygonaceae,11,3,1,control,7,8,5,n,1,9,0
upslope,PoVi,Polygonaceae,11,3,1,control,8,7.4,5,n,1,9,0
upslope,PoVi,Polygonaceae,11,3,1,control,9,8.5,5,n,1,9,0
upslope,PoVi,Polygonaceae,12,3,1,fertilizer,1,6.4,4,N,1,9,0
upslope,PoVi,Polygonaceae,12,3,1,fertilizer,2,7.1,5,N,1,9,0
upslope,PoVi,Polygonaceae,12,3,1,fertilizer,3,8.5,5,N,1,9,0
upslope,PoVi,Polygonaceae,12,3,1,fertilizer,4,9,7,N,1,9,0
upslope,PoVi,Polygonaceae,12,3,1,fertilizer,5,8.6,8,N,1,9,0
upslope,PoVi,Polygonaceae,12,3,1,fertilizer,6,10.6,8,N,1,9,0
upslope,PoVi,Polygonaceae,12,3,1,fertilizer,7,11.5,9,n,1,9,0
upslope,PoVi,Polygonaceae,12,3,1,fertilizer,8,11.5,10,n,1,9,0
upslope,PoVi,Polygonaceae,12,3,1,fertilizer,9,13.7,10,n,1,9,0
upslope,PoVi,Polygonaceae,13,3,1,flood,1,5.1,5,N,1,9,0
upslope,PoVi,Polygonaceae,13,3,1,flood,2,6.3,6,N,1,9,0
upslope,PoVi,Polygonaceae,13,3,1,flood,3,6.3,5,N,1,9,0
upslope,PoVi,Polygonaceae,13,3,1,flood,4,7,6,N,1,9,0
upslope,PoVi,Polygonaceae,13,3,1,flood,5,6.8,6,N,1,9,0
upslope,PoVi,Polygonaceae,13,3,1,flood,6,9.6,5,N,1,9,0
upslope,PoVi,Polygonaceae,13,3,1,flood,7,10.5,6,n,1,9,0
upslope,PoVi,Polygonaceae,13,3,1,flood,8,10.6,5,n,1,9,0
upslope,PoVi,Polygonaceae,13,3,1,flood,9,11.1,5,n,1,9,0
upslope,PoVi,Polygonaceae,14,3,1,fertilizer,1,3.6,4,N,1,9,0
upslope,PoVi,Polygonaceae,14,3,1,fertilizer,2,4.6,6,N,1,9,0
upslope,PoVi,Polygonaceae,14,3,1,fertilizer,3,4.6,7,N,1,9,0
upslope,PoVi,Polygonaceae,14,3,1,fertilizer,4,6.2,8,N,1,9,0
upslope,PoVi,Polygonaceae,14,3,1,fertilizer,5,6.2,8,N,1,9,0
upslope,PoVi,Polygonaceae,14,3,1,fertilizer,6,6.8,9,N,1,9,0
upslope,PoVi,Polygonaceae,14,3,1,fertilizer,7,9,9,n,1,9,0
upslope,PoVi,Polygonaceae,14,3,1,fertilizer,8,9.6,11,n,1,9,0
upslope,PoVi,Polygonaceae,14,3,1,fertilizer,9,11.2,11,n,1,9,0
upslope,PoVi,Polygonaceae,15,3,1,control,1,3.5,5,N,1,7,1
upslope,PoVi,Polygonaceae,15,3,1,control,2,4.3,6,N,1,7,1
upslope,PoVi,Polygonaceae,15,3,1,control,3,3.7,4,N,1,7,1
upslope,PoVi,Polygonaceae,15,3,1,control,4,3.8,4,N,1,7,1
upslope,PoVi,Polygonaceae,15,3,1,control,5,3.8,3,N,1,7,1
upslope,PoVi,Polygonaceae,15,3,1,control,6,5.5,1,N,1,7,1
upslope,PoVi,Polygonaceae,15,3,1,control,7,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,15,3,1,control,8,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,15,3,1,control,9,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,16,1,2,flood,1,6.8,7,N,1,9,0
upslope,PoVi,Polygonaceae,16,1,2,flood,2,8.5,7,N,1,9,0
upslope,PoVi,Polygonaceae,16,1,2,flood,3,7.2,6,N,1,9,0
upslope,PoVi,Polygonaceae,16,1,2,flood,4,7.2,7,N,1,9,0
upslope,PoVi,Polygonaceae,16,1,2,flood,5,7.2,6,N,1,9,0
upslope,PoVi,Polygonaceae,16,1,2,flood,6,7.5,4,N,1,9,0
upslope,PoVi,Polygonaceae,16,1,2,flood,7,3.2,3,n,1,9,0
upslope,PoVi,Polygonaceae,16,1,2,flood,8,3.5,3,n,1,9,0
upslope,PoVi,Polygonaceae,16,1,2,flood,9,4.3,3,n,1,9,0
upslope,PoVi,Polygonaceae,17,3,1,fertilizer,1,4.5,5,N,1,9,0
upslope,PoVi,Polygonaceae,17,3,1,fertilizer,2,5.5,5,N,1,9,0
upslope,PoVi,Polygonaceae,17,3,1,fertilizer,3,6.6,6,N,1,9,0
upslope,PoVi,Polygonaceae,17,3,1,fertilizer,4,6.6,9,N,1,9,0
upslope,PoVi,Polygonaceae,17,3,1,fertilizer,5,7,8,N,1,9,0
upslope,PoVi,Polygonaceae,17,3,1,fertilizer,6,6.5,13,N,1,9,0
upslope,PoVi,Polygonaceae,17,3,1,fertilizer,7,8,15,n,1,9,0
upslope,PoVi,Polygonaceae,17,3,1,fertilizer,8,9.4,15,n,1,9,0
upslope,PoVi,Polygonaceae,17,3,1,fertilizer,9,9.9,12,n,1,9,0
upslope,PoVi,Polygonaceae,18,2,3,control,1,7,6,N,1,7,1
upslope,PoVi,Polygonaceae,18,2,3,control,2,6.8,6,N,1,7,1
upslope,PoVi,Polygonaceae,18,2,3,control,3,7.3,7,N,1,7,1
upslope,PoVi,Polygonaceae,18,2,3,control,4,7.9,6,N,1,7,1
upslope,PoVi,Polygonaceae,18,2,3,control,5,8.2,2,N,1,7,1
upslope,PoVi,Polygonaceae,18,2,3,control,6,8.5,2,N,1,7,1
upslope,PoVi,Polygonaceae,18,2,3,control,7,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,18,2,3,control,8,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,18,2,3,control,9,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,19,3,1,bury,1,4.7,7,N,1,7,1
upslope,PoVi,Polygonaceae,19,3,1,bury,2,5.4,6,N,1,7,1
upslope,PoVi,Polygonaceae,19,3,1,bury,3,7.3,6,N,1,7,1
upslope,PoVi,Polygonaceae,19,3,1,bury,4,7.6,7,N,1,7,1
upslope,PoVi,Polygonaceae,19,3,1,bury,5,7,7,N,1,7,1
upslope,PoVi,Polygonaceae,19,3,1,bury,6,6.8,6,N,1,7,1
upslope,PoVi,Polygonaceae,19,3,1,bury,7,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,19,3,1,bury,8,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,19,3,1,bury,9,.,.,n,1,7,1
upslope,PoVi,Polygonaceae,20,3,1,bury,1,1.9,3,N,1,3,1
upslope,PoVi,Polygonaceae,20,3,1,bury,2,3.1,1,N,1,3,1
upslope,PoVi,Polygonaceae,20,3,1,bury,3,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,20,3,1,bury,4,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,20,3,1,bury,5,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,20,3,1,bury,6,.,.,N,1,3,1
upslope,PoVi,Polygonaceae,20,3,1,bury,7,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,20,3,1,bury,8,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,20,3,1,bury,9,.,.,n,1,3,1
upslope,PoVi,Polygonaceae,21,2,3,flood,1,5,6,N,1,9,0
upslope,PoVi,Polygonaceae,21,2,3,flood,2,6.1,7,N,1,9,0
upslope,PoVi,Polygonaceae,21,2,3,flood,3,6.5,7,N,1,9,0
upslope,PoVi,Polygonaceae,21,2,3,flood,4,6.6,7,N,1,9,0
upslope,PoVi,Polygonaceae,21,2,3,flood,5,7.2,7,N,1,9,0
upslope,PoVi,Polygonaceae,21,2,3,flood,6,7.5,6,N,1,9,0
upslope,PoVi,Polygonaceae,21,2,3,flood,7,8.5,8,n,1,9,0
upslope,PoVi,Polygonaceae,21,2,3,flood,8,9,7,n,1,9,0
upslope,PoVi,Polygonaceae,21,2,3,flood,9,8.8,8,n,1,9,0
upslope,PoVi,Polygonaceae,22,1,2,bury,1,1,3,N,1,2,1
upslope,PoVi,Polygonaceae,22,1,2,bury,2,.,.,N,1,2,1
upslope,PoVi,Polygonaceae,22,1,2,bury,3,.,.,N,1,2,1
upslope,PoVi,Polygonaceae,22,1,2,bury,4,.,.,N,1,2,1
upslope,PoVi,Polygonaceae,22,1,2,bury,5,.,.,N,1,2,1
upslope,PoVi,Polygonaceae,22,1,2,bury,6,.,.,N,1,2,1
upslope,PoVi,Polygonaceae,22,1,2,bury,7,.,.,n,1,2,1
upslope,PoVi,Polygonaceae,22,1,2,bury,8,.,.,n,1,2,1
upslope,PoVi,Polygonaceae,22,1,2,bury,9,.,.,n,1,2,1
upslope,PoVi,Polygonaceae,23,2,3,bury,1,3.4,5,N,1,9,1
upslope,PoVi,Polygonaceae,23,2,3,bury,2,2.2,4,N,1,9,1
upslope,PoVi,Polygonaceae,23,2,3,bury,3,2.5,5,N,1,9,1
upslope,PoVi,Polygonaceae,23,2,3,bury,4,2.8,5,N,1,9,1
upslope,PoVi,Polygonaceae,23,2,3,bury,5,3,5,N,1,9,1
upslope,PoVi,Polygonaceae,23,2,3,bury,6,3.3,4,N,1,9,1
upslope,PoVi,Polygonaceae,23,2,3,bury,7,2.1,3,n,1,9,1
upslope,PoVi,Polygonaceae,23,2,3,bury,8,3,3,n,1,9,1
upslope,PoVi,Polygonaceae,23,2,3,bury,9,.,.,n,1,9,1
upslope,PoVi,Polygonaceae,24,3,1,bury,1,4.4,4,N,1,4,1
upslope,PoVi,Polygonaceae,24,3,1,bury,2,0.8,3,N,1,4,1
upslope,PoVi,Polygonaceae,24,3,1,bury,3,0.8,2,N,1,4,1
upslope,PoVi,Polygonaceae,24,3,1,bury,4,.,.,N,1,4,1
upslope,PoVi,Polygonaceae,24,3,1,bury,5,.,.,N,1,4,1
upslope,PoVi,Polygonaceae,24,3,1,bury,6,.,.,N,1,4,1
upslope,PoVi,Polygonaceae,24,3,1,bury,7,.,.,n,1,4,1
upslope,PoVi,Polygonaceae,24,3,1,bury,8,.,.,n,1,4,1
upslope,PoVi,Polygonaceae,24,3,1,bury,9,.,.,n,1,4,1
upslope,PoVi,Polygonaceae,25,2,3,fertilizer,1,5.1,5,N,1,9,0
upslope,PoVi,Polygonaceae,25,2,3,fertilizer,2,5.5,5,N,1,9,0
upslope,PoVi,Polygonaceae,25,2,3,fertilizer,3,5.8,5,N,1,9,0
upslope,PoVi,Polygonaceae,25,2,3,fertilizer,4,7.4,6,N,1,9,0
upslope,PoVi,Polygonaceae,25,2,3,fertilizer,5,7.9,6,N,1,9,0
upslope,PoVi,Polygonaceae,25,2,3,fertilizer,6,9.5,7,N,1,9,0
upslope,PoVi,Polygonaceae,25,2,3,fertilizer,7,10.5,8,n,1,9,0
upslope,PoVi,Polygonaceae,25,2,3,fertilizer,8,11.4,12,n,1,9,0
upslope,PoVi,Polygonaceae,25,2,3,fertilizer,9,12.5,11,n,1,9,0
upslope,PoVi,Polygonaceae,26,3,1,flood,1,5.2,5,N,1,9,0
upslope,PoVi,Polygonaceae,26,3,1,flood,2,7.6,5,N,1,9,0
upslope,PoVi,Polygonaceae,26,3,1,flood,3,9.1,5,N,1,9,0
upslope,PoVi,Polygonaceae,26,3,1,flood,4,9.1,5,N,1,9,0
upslope,PoVi,Polygonaceae,26,3,1,flood,5,9.1,5,N,1,9,0
upslope,PoVi,Polygonaceae,26,3,1,flood,6,9.1,5,N,1,9,0
upslope,PoVi,Polygonaceae,26,3,1,flood,7,10.5,5,n,1,9,0
upslope,PoVi,Polygonaceae,26,3,1,flood,8,10.5,5,n,1,9,0
upslope,PoVi,Polygonaceae,26,3,1,flood,9,10.5,6,n,1,9,0
upslope,PoVi,Polygonaceae,27,3,1,control,1,4.8,5,N,1,4,1
upslope,PoVi,Polygonaceae,27,3,1,control,2,5.5,2,N,1,4,1
upslope,PoVi,Polygonaceae,27,3,1,control,3,4.9,5,N,1,4,1
upslope,PoVi,Polygonaceae,27,3,1,control,4,.,.,N,1,4,1
upslope,PoVi,Polygonaceae,27,3,1,control,5,.,.,N,1,4,1
upslope,PoVi,Polygonaceae,27,3,1,control,6,.,.,N,1,4,1
upslope,PoVi,Polygonaceae,27,3,1,control,7,.,.,n,1,4,1
upslope,PoVi,Polygonaceae,27,3,1,control,8,.,.,n,1,4,1
upslope,PoVi,Polygonaceae,27,3,1,control,9,.,.,n,1,4,1
upslope,PoVi,Polygonaceae,28,2,3,fertilizer,1,4.1,5,N,1,9,0
upslope,PoVi,Polygonaceae,28,2,3,fertilizer,2,6.1,5,N,1,9,0
upslope,PoVi,Polygonaceae,28,2,3,fertilizer,3,7.4,5,N,1,9,0
upslope,PoVi,Polygonaceae,28,2,3,fertilizer,4,9.5,5,N,1,9,0
upslope,PoVi,Polygonaceae,28,2,3,fertilizer,5,10.5,7,N,1,9,0
upslope,PoVi,Polygonaceae,28,2,3,fertilizer,6,10,7,N,1,9,0
upslope,PoVi,Polygonaceae,28,2,3,fertilizer,7,11.1,7,n,1,9,0
upslope,PoVi,Polygonaceae,28,2,3,fertilizer,8,12.5,10,n,1,9,0
upslope,PoVi,Polygonaceae,28,2,3,fertilizer,9,12.5,10,n,1,9,0
upslope,PoVi,Polygonaceae,29,1,2,fertilizer,1,3.6,5,N,1,9,1
upslope,PoVi,Polygonaceae,29,1,2,fertilizer,2,4.5,4,N,1,9,1
upslope,PoVi,Polygonaceae,29,1,2,fertilizer,3,4.8,5,N,1,9,1
upslope,PoVi,Polygonaceae,29,1,2,fertilizer,4,7,6,N,1,9,1
upslope,PoVi,Polygonaceae,29,1,2,fertilizer,5,7,7,N,1,9,1
upslope,PoVi,Polygonaceae,29,1,2,fertilizer,6,7.8,9,N,1,9,1
upslope,PoVi,Polygonaceae,29,1,2,fertilizer,7,9.2,9,n,1,9,1
upslope,PoVi,Polygonaceae,29,1,2,fertilizer,8,10.5,8,n,1,9,1
upslope,PoVi,Polygonaceae,29,1,2,fertilizer,9,.,.,n,1,9,1
upslope,PoVi,Polygonaceae,30,1,2,fertilizer,1,4,4,N,1,5,1
upslope,PoVi,Polygonaceae,30,1,2,fertilizer,2,4.5,4,N,1,5,1
upslope,PoVi,Polygonaceae,30,1,2,fertilizer,3,4.3,4,N,1,5,1
upslope,PoVi,Polygonaceae,30,1,2,fertilizer,4,7.7,4,N,1,5,1
upslope,PoVi,Polygonaceae,30,1,2,fertilizer,5,.,.,N,1,5,1
upslope,PoVi,Polygonaceae,30,1,2,fertilizer,6,.,.,N,1,5,1
upslope,PoVi,Polygonaceae,30,1,2,fertilizer,7,.,.,n,1,5,1
upslope,PoVi,Polygonaceae,30,1,2,fertilizer,8,.,.,n,1,5,1
upslope,PoVi,Polygonaceae,30,1,2,fertilizer,9,.,.,n,1,5,1
upslope,PoVi,Polygonaceae,31,1,2,bury,1,4,5,N,1,9,0
upslope,PoVi,Polygonaceae,31,1,2,bury,2,4.8,1,N,1,9,0
upslope,PoVi,Polygonaceae,31,1,2,bury,3,1.1,2,N,1,9,0
upslope,PoVi,Polygonaceae,31,1,2,bury,4,2.5,3,N,1,9,0
upslope,PoVi,Polygonaceae,31,1,2,bury,5,3.2,4,N,1,9,0
upslope,PoVi,Polygonaceae,31,1,2,bury,6,4.3,4,N,1,9,0
upslope,PoVi,Polygonaceae,31,1,2,bury,7,4.4,5,n,1,9,0
upslope,PoVi,Polygonaceae,31,1,2,bury,8,4,5,n,1,9,0
upslope,PoVi,Polygonaceae,31,1,2,bury,9,4,5,n,1,9,0
upslope,PoVi,Polygonaceae,32,1,2,flood,1,5.6,7,N,1,9,0
upslope,PoVi,Polygonaceae,32,1,2,flood,2,8,7,N,1,9,0
upslope,PoVi,Polygonaceae,32,1,2,flood,3,9.5,7,N,1,9,0
upslope,PoVi,Polygonaceae,32,1,2,flood,4,11.3,5,N,1,9,0
upslope,PoVi,Polygonaceae,32,1,2,flood,5,11.3,5,N,1,9,0
upslope,PoVi,Polygonaceae,32,1,2,flood,6,12.4,5,N,1,9,0
upslope,PoVi,Polygonaceae,32,1,2,flood,7,12.8,6,n,1,9,0
upslope,PoVi,Polygonaceae,32,1,2,flood,8,13,5,n,1,9,0
upslope,PoVi,Polygonaceae,32,1,2,flood,9,13,3,n,1,9,0
upslope,PoVi,Polygonaceae,33,2,3,bury,1,3.1,5,N,1,5,1
upslope,PoVi,Polygonaceae,33,2,3,bury,2,2.4,4,N,1,5,1
upslope,PoVi,Polygonaceae,33,2,3,bury,3,4.2,5,N,1,5,1
upslope,PoVi,Polygonaceae,33,2,3,bury,4,2.6,4,N,1,5,1
upslope,PoVi,Polygonaceae,33,2,3,bury,5,.,.,N,1,5,1
upslope,PoVi,Polygonaceae,33,2,3,bury,6,.,.,N,1,5,1
upslope,PoVi,Polygonaceae,33,2,3,bury,7,.,.,n,1,5,1
upslope,PoVi,Polygonaceae,33,2,3,bury,8,.,.,n,1,5,1
upslope,PoVi,Polygonaceae,33,2,3,bury,9,.,.,n,1,5,1
upslope,PoVi,Polygonaceae,34,1,2,bury,1,5.5,5,N,1,9,0
upslope,PoVi,Polygonaceae,34,1,2,bury,2,4.3,5,N,1,9,0
upslope,PoVi,Polygonaceae,34,1,2,bury,3,4,6,N,1,9,0
upslope,PoVi,Polygonaceae,34,1,2,bury,4,5.9,5,N,1,9,0
upslope,PoVi,Polygonaceae,34,1,2,bury,5,4.8,5,N,1,9,0
upslope,PoVi,Polygonaceae,34,1,2,bury,6,5.5,6,N,1,9,0
upslope,PoVi,Polygonaceae,34,1,2,bury,7,6.1,6,n,1,9,0
upslope,PoVi,Polygonaceae,34,1,2,bury,8,5.2,6,n,1,9,0
upslope,PoVi,Polygonaceae,34,1,2,bury,9,5.9,4,n,1,9,0
upslope,PoVi,Polygonaceae,35,1,2,fertilizer,1,4.8,6,N,1,5,1
upslope,PoVi,Polygonaceae,35,1,2,fertilizer,2,5.8,6,N,1,5,1
upslope,PoVi,Polygonaceae,35,1,2,fertilizer,3,6,6,N,1,5,1
upslope,PoVi,Polygonaceae,35,1,2,fertilizer,4,6,5,N,1,5,1
upslope,PoVi,Polygonaceae,35,1,2,fertilizer,5,.,.,N,1,5,1
upslope,PoVi,Polygonaceae,35,1,2,fertilizer,6,.,.,N,1,5,1
upslope,PoVi,Polygonaceae,35,1,2,fertilizer,7,.,.,n,1,5,1
upslope,PoVi,Polygonaceae,35,1,2,fertilizer,8,.,.,n,1,5,1
upslope,PoVi,Polygonaceae,35,1,2,fertilizer,9,.,.,n,1,5,1
upslope,PoVi,Polygonaceae,36,1,2,flood,1,6.7,6,N,1,9,0
upslope,PoVi,Polygonaceae,36,1,2,flood,2,6.9,5,N,1,9,0
upslope,PoVi,Polygonaceae,36,1,2,flood,3,8,6,N,1,9,0
upslope,PoVi,Polygonaceae,36,1,2,flood,4,9.1,7,N,1,9,0
upslope,PoVi,Polygonaceae,36,1,2,flood,5,9.4,6,N,1,9,0
upslope,PoVi,Polygonaceae,36,1,2,flood,6,4.3,7,N,1,9,0
upslope,PoVi,Polygonaceae,36,1,2,flood,7,10.5,5,n,1,9,0
upslope,PoVi,Polygonaceae,36,1,2,flood,8,10.5,5,n,1,9,0
upslope,PoVi,Polygonaceae,36,1,2,flood,9,11.2,4,n,1,9,0
upslope,PoVi,Polygonaceae,37,1,2,fertilizer,1,8.1,7,N,1,9,0
upslope,PoVi,Polygonaceae,37,1,2,fertilizer,2,9.9,8,N,1,9,0
upslope,PoVi,Polygonaceae,37,1,2,fertilizer,3,10.5,9,N,1,9,0
upslope,PoVi,Polygonaceae,37,1,2,fertilizer,4,13.8,10,N,1,9,0
upslope,PoVi,Polygonaceae,37,1,2,fertilizer,5,15.2,10,N,1,9,0
upslope,PoVi,Polygonaceae,37,1,2,fertilizer,6,18.2,11,N,1,9,0
upslope,PoVi,Polygonaceae,37,1,2,fertilizer,7,22.9,11,y,1,9,0
upslope,PoVi,Polygonaceae,37,1,2,fertilizer,8,30.6,10,y,1,9,0
upslope,PoVi,Polygonaceae,37,1,2,fertilizer,9,31.6,10,y,1,9,0
