"Acalypha.rhomboidea","Acer.saccharum","Adiantum.pedatum","Ageratina.altissima","Agrimonia.gryposepala","Agrostis.perennans","Agrostis.scabra","Alisma.subcordatum","Alliaria.petiolata","Ambrosia.artemisiifolia","Ambrosia.trifida","Amphicarpaea.bracteata","Anemone.canadensis","Apios.americana","Arctium.lappa","Arisaema.triphyllum","Asarum.canadense","Athyrium.filix.femina","Bidens.connata","Bidens.frondosa","Boehmeria.cylindrica","Brassica.nigra","Bromus.ciliatus","Calystegia.sepium","Carex.bullata","Caulophyllum.thalictroides","Chamaesyce.maculata","Chelone.glabra","Cicuta.maculata","Cinna.arundinacea","Circaea.lutetiana","Clematis.virginiana","Cryptotaenia.canadensis","Cynodon.dactylon","Cyperus.compressus","Cyperus.strigosus","Dactylis.glomerata","Daucus.carota","Decodon.verticillatus","Dichanthelium.clandestinum","Didiplis.diandra","Digitaria.cognata","Digitaria.sanguinalis","Dryopteris.camyloptera","Dryopteris.carthusiana","Dryopteris.marginalis","Echinochloa.muricata","Echinocystis.lobata","Eleocharis.intermedia","Elymus.canadensis","Elymus.virginicus","Epilobium.hirsutum","Eupatorium.purpureum","Eurybia.divaricata","Eutrochium.purpureum","Fallopia.japonica","Fragaria.vesca","Galium.aparine","Galium.asprellum","Galium.boreale","Galium.palustre","Galium.triflorum","Geranium.maculatum","Geum.laciniatum","Glechoma.hederacea","Glyceria.borealis","Halenia.deflexa","Helianthus.giganteus","Helianthus.strumosus","Heliopsis.helianthoides","Hemerocallis.fulva","Hieracium.paniculatum","Hydrocotyle.americana","Hylotelephium.telephium","Hypericum.mutilum","Impatiens.capensis","Impatiens.pallida","Lactuca.canadensis","Laportea.canadensis","Leersia.oryzoides","Lobelia.cardinalis","Ludwigia.palustris","Lycopus.uniflorus","Lysimachia.ciliata","Lysimachia.nummularia","Lysimachia.vulgaris","Lythrum.salicaria","Maianthemum.canadense","Maianthemum.racemosum","Marrubium.vulgare","Matteuccia.struthiopteris","Menispermum.canadense","Mimulus.ringens","Mitchella.repens","Mollugo.verticillata","Muhlenbergia.mexicana","Muhlenbergia.schreberi","Muhlenbergia.sobolifera","Myosotis.laxa","Myosoton.aquaticum","Oenothera.biennis","Onoclea.sensibilis","Oxalis.grandis","Oxalis.stricta","Panicum.capillare","Panicum.dichotomiflorum","Parthenocissus.quinquefolia","Paspalum.setaceum","Pastinaca.sativa","Peltandra.virginica","Penthorum.sedoides","Petasites.frigidus","Phytolacca.americana","Pilea.pumila","Plantago.major","Polygonum.arifolium","Polygonum.cespitosum","Polygonum.hydropiper","Polygonum.hydropiperoides","Polygonum.lapathifolium","Polygonum.persicaria","Polygonum.sagittatum","Polygonum.virginianum","Polystichum.acrostichoides","Potentilla.simplex","Prunella.vulgaris","Ranunculus.recurvatus","Rhamnus.cathartica","Rubus.allegheniensis","Rubus.hispidus","Rubus.occidentalis","Rubus.odoratus","Rubus.pubescens","Rumex.obtusifolius","Rumex.triangulivalvis","Sanicula.odorata","Scirpus.polyphyllus","Scutellaria.lateriflora","Sinapis.arvensis","Smilax.glauca","Solanum.dulcamara","Solanum.ptycanthum","Solidago.altissima","Solidago.canadensis","Solidago.flexicaulis","Solidago.gigantea","Stellaria.pubera","Symphyotrichum.dumosum","Symphyotrichum.lateriflorum","Teucrium.canadense","Thalictrum.pubescens","Thalictrum.thalictroides","Thelypteris.noveboracensis","Thelypteris.palustris","Toxicodendron.radicans","Trifolium.arvense","Trifolium.campestre","Trifolium.pratense","Trifolium.repens","Urtica.dioica","Veronica.americana","Viola.fimbriatula","Viola.pubescens","Vitis.riparia","Xanthium.strumarium"
"Daucus.carota",3.48661075848965,3523.74732453035,262.769940171368,8.10037278096112,201865.916882154,16110721.6367494,2701848.3845024,4984249.77679148,32130.4528475402,36945.8089306609,64817.0397491636,244.517337984074,15279.5364411781,373.441556384924,69875.1108272502,83640.5026915566,274.113149293783,4926751.23223646,101323.993385404,26065.6843482311,392693.343706106,76699.8729723873,139824.51469042,72251.6894507737,NA,9397.29390729382,680.483324010701,5.19541150755316,7251.7439429751,240.528867265762,76754.9237951993,193336.916057036,9.52875494402938,193448.489477257,264.101730615528,250.811617097423,87491.5952235179,0,5972.21641954107,2114526.36664917,NA,72.2470326059672,120739.916555677,NA,49875.7356553473,113.351789928787,443.847592973629,811.022685608462,8.10037278096112,28024.2098570351,43632.3522821674,848516.851850895,10839.9777020771,NA,NA,50868.298279995,48128.514351175,67339.1422681042,3020754.80802538,112770.908323543,61274.6029968351,10675.5387159687,15796.7786192172,2416602.51332082,23107.8718708693,240.547052845341,NA,18.1297187171637,35.5594863576115,41455.5309033434,517.358577953049,6.73333218171032,NA,NA,359.771150392416,232162.378182397,2114546.71626224,NA,12319.8185711263,592.822478274676,9847492.77180412,38901.2952041082,7.60909256560536,8960.50790368545,61277.827686777,22498.8294240174,424894.81022264,5488.60270963998,388.994036182452,1060.89401368102,92270.6923932718,577.847404072915,815.433971396223,5414.12840641481,76.8813326855166,906223.794365168,4531135.55256513,NA,69651.844957804,1696296.30684605,204249.267519106,525.019979957853,NA,71508.6842746856,548.934849492878,273463.107396162,102296.078836698,NA,86175.7110941292,13308.0207327212,29063965.9910251,340.008162589111,23435.7312337109,0.329710917266845,159116.094434964,NA,NA,48726.8465189321,178109.500397704,51636.4345513319,72347.8561786264,30669.7494213041,35.9297265170606,227.841440116042,1231.71198122724,52956.2837807464,4.08469102066188,1399.62622083957,160283.579754948,1722.30585928234,286407.338359707,254004.148055657,22640.480750527,46918.6544029612,NA,NA,NA,1283.99512108347,NA,NA,26103.4862469076,NA,7.29899335300837,325548.855984607,1409683.75687105,1754696.50781757,NA,NA,NA,NA,4.80107287446835,NA,6536064.33012268,31058.5360450041,116.847979884081,NA,NA,53233.5322704847,32016.6306809072,41813.3672389439,453107.909265116,NA,NA,11928.1408975321,63751.3430610211
"Decodon.verticillatus",0.256320112359526,3388.10358415604,5408.3771479992,4.87008213483099,202618.032284551,9301530.79168329,3229327.64691445,2664201.13122925,5161.25228832076,54.2374452446524,64.4575660056402,247.747628630204,7262.5331217164,17091.5926777978,79.8118599722128,76502.8817884316,69.0254364160122,2620.29824244315,75580.2535671615,23477.0888986343,226722.903115598,278.086132555399,168057.910154509,5981.21117959865,NA,18030.2672069781,5.63904247190957,1.96512086142303,1281.90534432698,43757.4481296174,2043.74296513022,103356.792454497,12.7590455901595,347999.068482211,20829.5493231069,8638.97932142992,14000.249678333,5972.21641954107,0,1220823.67786467,NA,3.78452110576754,38.6651001636704,NA,134.097355693541,NA,NA,1430.40770642499,4.87008213483099,33478.0283160082,43613.6807746845,1145.84602970942,3417.72125332436,NA,NA,5980.04812663091,8406.72893368975,61940.0573912414,1744034.91630343,137802.256817168,118.946526412705,3275.24543180492,8788.42000558917,1395227.42317104,4661.31108738484,8719.41091999831,NA,21.3600093632938,38.7897770037416,33849.3447172312,170.239119182402,3.50304153558019,NA,NA,15521.9513168716,332295.800121752,1993602.23327677,NA,4699.28651045058,41475.1680932637,9117024.42168549,19214.577364145,4.37880191947523,2990.5773197871,4432.52464709222,5976.66631369514,5976.08220293038,4394.32873042422,242.756506413834,46.2223420706913,433.056716529736,581.077694719045,179.161415105206,1281.57300384583,4.49614345856535,523209.860451391,2423426.11986001,NA,47.2759856282764,46.4281327890219,201978.933455533,315.972099489813,NA,39.5879431968401,126.338915074852,273463.989220343,31078.2183278179,NA,47.7216759463753,38642.9195871231,31392672.4909428,4882.87301352249,25305.8260129407,3.56000156339697,229907.138309415,NA,NA,37007.7520524416,79654.4532310572,139.102373037793,51627.7323940467,44857.1449471361,39.1600171631907,NA,NA,42349.9452907897,0.854400374531753,3395.39782290626,101268.578579467,3757.41355423041,181093.633737966,266432.81500128,11592.3478179451,5963.75328691187,NA,NA,NA,3.41760149812701,NA,NA,3132.47901645334,NA,5.48525040449386,540616.544689747,753512.765110693,284803.492468864,NA,NA,NA,NA,8.03136352059848,NA,4278899.7495986,63.6528279026156,164.070466769617,NA,NA,16228.806077993,40635.2994495728,3677.85236967947,243091.579091019,NA,NA,11142.0071387865,6029.39187631194
"Dichanthelium.clandestinum",2990395.33005851,1218013.89222929,107.601033916966,2990399.94382054,1002783.26107743,8080707.11488553,2267248.84106674,1656835.59001861,2114518.13794401,2114508.93970772,2114463.41079236,2990147.32610977,2990378.44141111,56.0267793113258,2114460.6739826,1124822.72148267,2114479.29599705,133.495163658425,1145243.46491047,1194157.9754752,994100.796533981,2114525.26366745,1015017.015584,2114363.06439005,NA,1220133.40420837,2990400.71278087,2990397.03885926,2990384.1160536,1220824.46778844,2114519.81111206,1109199.28998753,2990382.31469281,876815.046302594,1220824.98039432,1220824.94277463,1204080.52016378,2114526.36664917,1220823.67786467,0,NA,2990396.61165908,2114529.91589842,NA,240.855465580501,NA,NA,2113098.48576527,2990399.94382054,1184663.64752816,1177210.01319491,2114532.34197464,2990397.46605945,NA,NA,2114520.5394332,2114485.356504,1144968.34968885,523211.239766206,1052056.88760969,2114527.37753453,2990394.81741829,2114496.37335144,174403.747925559,2114529.19393588,1220825.07253634,NA,2990373.71372904,2990356.2839614,1186974.38736358,2114364.48690637,2990398.57677994,NA,NA,54.0940708396031,813867.830062417,1220826.22615285,NA,2990382.22925277,1220802.67182742,8626670.37882011,1220826.08381957,2990399.45254032,2990390.63085645,2114531.35377335,2114531.38848459,2114530.88629115,2114477.6883277,2990152.31723199,2114527.97656476,663.641250882817,2989813.99604368,2990390.41725636,2990371.23596795,2990400.72986888,697613.830630691,1395229.97067327,NA,2114531.94282926,2114531.82611384,1002661.61778874,498.115418352012,NA,2114531.6934336,2114521.71606443,947359.715382899,1213627.6235017,NA,2114511.94321925,20.4521392524107,30171848.814237,1726502.1839437,1195518.04744261,2990391.51373684,927566.780928439,NA,NA,1180851.65005883,1257690.90149039,2114478.68396863,1165059.44288583,1172373.27287543,2990355.91372124,NA,NA,1169035.54253235,2990395.92813878,2114388.32687784,1090265.43657295,1220816.11638495,987121.360686481,876899.499879729,NA,2114523.93610611,NA,NA,NA,2990398.4913399,NA,NA,2114330.08319611,NA,2990400.55898881,523211.041853121,406941.079523836,872018.354532357,NA,NA,NA,NA,2990387.04237488,NA,3400873.050155,12.3888054307104,2114432.4487051,NA,NA,1201447.0405512,1174156.32764955,2114532.2416104,959220.432639838,NA,NA,1207975.29438974,2113438.4180979
"Didiplis.diandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digitaria.cognata",1.28160056179763,4867.86972236781,NA,3.33216146067384,534089.305321391,22784005.8037996,6041519.90568616,7048798.3906849,119.820994938804,56.0156054149199,68.9387744596609,249.285549304361,12.8994808270451,NA,97.649418805234,166279.668244563,71.313951263765,NA,185134.50627487,46187.4399241053,555356.911284179,6.33883706519691,356468.70577277,167.04064894405,NA,1210.07245280629,4.10112179775242,0.427200187265877,8.84893655333792,0.398720177629486,26.5394467713585,273424.339188791,14.2969662643167,595841.538858966,1.62336071161033,1.55928068352045,29001.2646712197,72.2470326059672,3.78452110576754,2990396.61165908,NA,0,0.265001886785736,NA,9.51802017228373,NA,NA,2024.07448726572,3.33216146067384,62632.3927003181,106832.759670809,11.6225636562619,1.40522240232641,NA,NA,11.0255725474916,58.8572843793103,131386.374575336,4271997.17345671,292313.766724594,3.324394183765,4.13643381889272,33.4750533980157,3417596.79892495,37.2875885290204,1.87968082396986,NA,22.897930037451,40.3276976778987,82915.0351434768,233.678502434434,1.96512086142303,NA,NA,NA,704869.421132675,4229062.76792046,NA,10.575273306851,107.8729480899,24121337.2188592,4.35744191011194,2.84088124531808,4.23596506123457,3.01652946280987,86.4580756696562,36.7504811265367,52.0953049936698,244.294427087991,2.46921708239677,13.5150604714194,582.615615393202,182.808551666764,17.9515598208067,6.38210200482568,1281598.69920481,6407998.10978609,NA,3.13992137640419,2.97486675704347,377868.903952667,4.37452991760258,NA,2.78534522097352,8.34717203163271,669848.714560378,17628.1973769667,NA,25.1437824517265,7.34784322097308,76896030.8028965,7.96992839714727,61987.4200125736,5.09792223755413,507936.954791575,NA,NA,69234.7360442395,178114.268609025,71.6919771374036,96587.5875843718,83919.7147863245,40.6979378373478,NA,NA,89700.8423667393,0.683520299625402,166.025803152703,226134.593869261,14.7571310092782,404785.375039642,595695.241959158,5.51088241572981,76.2656764109766,NA,NA,NA,1.87968082396986,NA,NA,226.13464004413,NA,3.9473297303367,1208301.76026256,1993598.62398644,604149.631951741,NA,NA,NA,NA,9.56928419475563,NA,11320800.2633437,NA,137.575548307103,NA,NA,33562.7194416441,80831.5140034171,57.351676428099,640796.008896942,NA,NA,22255.1582907559,1091.32041487957
"Digitaria.sanguinalis",1.55500868164779,2792.1011304706,130.11400764714,3.05875334082368,218044.841800645,16110725.1998015,3229328.33758204,4984253.33459921,107804.522186102,165613.867866031,192568.089710385,249.558957424211,13.0774089536657,6.9206430337072,177534.953585238,96007.3578716747,50.6315870950085,4774108.97061396,236816.903582529,147645.404020317,392696.83191626,224327.452945915,178238.130726615,222089.64035658,NA,1004.48817192579,5.94141935904208,0.153792067415716,9.03410782119629,28.4557112291349,196567.562331287,193340.418414394,14.5703743841668,255535.135646466,4.98586361626549,18.2077012312098,11219.0271111701,120739.916555677,38.6651001636704,2114529.91589842,NA,0.265001886785736,0,NA,49108.2197527682,47.060372629209,7.35787967077472,700.600609183471,3.05875334082368,39638.9064106408,61705.2996243345,899795.431890944,1.50704213610635,NA,NA,61078.2796122052,176590.12701028,192419.188951144,3020758.36408671,218864.232809037,205885.669604715,4.37012822910375,27.5769347583568,2416606.06527396,104594.612870112,28.4782321431651,NA,23.1713381573011,40.6011057977489,47871.4154870493,95.9276680212753,1.69171274157287,NA,NA,20.5910490262153,380235.551280685,2260530.82019333,NA,10.8115724194255,569.722653261004,13926460.7353113,184507.137385534,2.56747312546792,4.42280747941847,202877.182396003,166742.252237714,509621.037703439,1285.77955675264,1190.09674802214,333.096167544177,129606.23532412,582.889023513053,1634.43470047627,18.151136217879,6.46019349555414,906227.324455332,4531139.11062555,NA,205823.42069331,1550680.31017106,206331.857458788,1003.94354454325,NA,76172.4431246421,763.854447189888,273464.704428224,315146.235892669,NA,52958.7406805369,13.8352195501192,34388950.5977444,50.4338167316142,25309.4068663614,5.37133035740429,208518.890359483,NA,NA,221852.13912069,178114.542017145,228868.320604003,253488.25500755,44903.5016412288,40.971345957198,67.4292775580459,1829.25646382255,181614.580487811,0.956928419475563,744.868490174697,184638.281756749,416.991566526006,330506.033620279,266403.097737714,5.76720252808933,162654.731265461,NA,NA,NA,2062.94951838859,NA,NA,163767.155243835,NA,3.67392161048654,461640.930417185,1409687.29941594,1741246.8493596,NA,NA,NA,NA,9.8426923146058,NA,6536067.23857873,30246.3119204526,172.52485283769,NA,NA,206350.245828274,169395.034105284,172283.20562243,453111.396592026,NA,NA,11937.4677850265,223220.724451475
"Dryopteris.camyloptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dryopteris.carthusiana",NA,64250.7875869426,174.762847267598,NA,70514.3111617894,228.039459962525,459.91438101595,253.671471198478,34658.626608554,39682.6257516961,35026.1409124467,NA,11.1413808838941,249.399469325819,22030.8646682369,70329.672228139,257.858033033683,141129.708382215,49695.627410515,41600.5983813205,224.621858464398,32574.7962225712,59631.6761806851,43080.7797349839,NA,733.121199819428,435.031608047048,NA,10.2015404719091,216.07785471908,78287.5565741209,129.783416891373,NA,49577.655639774,249.399469325819,230.60266108612,49567.8348577632,49875.7356553473,134.097355693541,240.855465580501,NA,9.51802017228373,49108.2197527682,NA,0,124.215574422195,353.390364894121,297.721214057715,NA,78852.9364520762,2287.63563791516,44782.5285728102,7.72377938576705,NA,NA,74875.7154956448,46639.4583407218,49640.0172693693,207.533850973763,49857.4846271348,52576.2618727193,3.95017772873714,178.809695050352,231.457061460652,49392.3575049898,216.07785471908,NA,NA,NA,170.316926895892,300.219672406723,NA,NA,NA,235.729063333311,52543.7082934212,64432.0999287928,NA,5.41689837453131,783.512123532998,1435.96579667734,51875.6157416355,NA,9.85978032209643,49163.7030802897,46478.2194805121,49202.5593106971,64384.2900950299,91023.5456949632,51376.8015314922,80558.8272778203,NA,78886.5710664379,8.74905983520515,1.48665665168525,232.311461835184,230.60266108612,NA,51850.1058770154,49714.3779334417,52468.2096735032,64179.892504497,NA,64416.5511102781,52478.5992868989,328.779661513604,78652.555573465,NA,10137.2213616392,168.505063674656,78902.5648729637,120.165357075828,585.551860231871,NA,43823.4637441793,NA,NA,57891.3579936838,NA,44504.9129277472,57907.7688003846,64423.6553971297,NA,238.70522460945,78893.3564437285,49313.8213268605,NA,50985.4115613765,155.716066540766,596.585000634223,149.250277869088,300.187345451823,4.00713775655392,9622.12422240496,NA,NA,NA,91101.929290433,NA,NA,46122.9962344635,NA,NA,49876.9432508824,232.311461835184,48524.2611268674,NA,NA,NA,NA,NA,NA,176.792027401665,21539.016751822,69.0540798838707,NA,NA,49702.3859575269,49808.9577208733,51150.095276614,251.108270074882,NA,NA,64281.4007157347,49314.9806691198
"Dryopteris.marginalis",NA,722.198843098784,136.70405992508,NA,1406.34301647927,NA,654.470686891323,NA,4.67072207592027,106.735966788379,4.12010845375537,NA,NA,NA,205.644676821792,944.966814232119,NA,219.865696351024,113.407409684368,50672.3359696877,NA,129.356216704107,280.559450984992,39344.7649764001,NA,1098.75888164783,NA,NA,NA,NA,202197.427630668,NA,NA,84.0986288651605,NA,NA,92.0477852284429,113.351789928787,NA,NA,NA,NA,47.060372629209,NA,124.215574422195,0,NA,NA,NA,2220.97715655844,3102.3277599248,97.895296265336,NA,NA,NA,183281.895674286,6.711789646795,153.785139852039,NA,95.4222818004746,749.687036585206,NA,NA,NA,20965.8500603036,NA,NA,NA,NA,213.343773520579,NA,NA,NA,NA,NA,3289.72624178729,6549.38043896192,NA,NA,1841.57456726574,1895.91443108596,82.3499560701388,NA,NA,90.0253194916424,33857.9122294438,748.126748563644,1977.6195179643,33.8057748474531,25.952411376402,469.52718182018,NA,2306.61248515962,NA,NA,NA,NA,NA,211.532444726571,186.430161722829,925.08114192151,228.486895939141,NA,3034.64216225439,1450.55823586128,NA,648.319004194694,NA,72.3392317388351,NA,3591.68557443786,6.5076828811635,1006.73996131076,NA,272.956919641815,NA,NA,1347.61464133371,NA,227.79140822435,234.659205484172,4585.46428206698,NA,114.489650187255,2329.09542097356,424.279403779133,NA,45.8772315432117,NA,880.630466029878,NA,NA,NA,63.0106495593527,NA,NA,NA,3014.00412120758,NA,NA,6045.16460193575,NA,NA,174.437413500292,NA,180.705679213466,NA,NA,NA,NA,NA,NA,173.443276029946,91.4721040973695,26.5718516479375,NA,NA,338.767828493319,81.0637001370205,59362.0387141053,NA,NA,NA,73.6777922686415,26447.6373664794
"Echinochloa.muricata",NA,NA,NA,NA,NA,NA,16.8586298641024,NA,17.9559646543055,10.6299190573902,53.8980742764923,NA,NA,NA,81.7488624429373,NA,NA,377.62337939628,7.39932429347437,20.942493324089,NA,224.662895616225,1486.65665168525,8.54400374531753,NA,NA,18.374574825013,NA,NA,NA,15.034039353604,NA,NA,436.499006868241,NA,NA,406.376814919632,443.847592973629,NA,NA,NA,NA,7.35787967077472,NA,353.390364894121,NA,0,226.715620354002,NA,NA,NA,16.3605215890774,NA,NA,NA,4.67076546189166,366.356681321611,23.1530734615145,NA,494.306546996055,11.055684435318,NA,NA,NA,191.650130613025,NA,NA,NA,NA,NA,12.0830459735946,NA,NA,NA,NA,0,NA,NA,NA,9.17376967227758,NA,12.0830459735946,NA,NA,14.1686273153048,281.408792625011,17.9559646543055,NA,NA,9.03605219582724,11.0302614051829,NA,NA,NA,NA,NA,NA,NA,12.4963904788543,8.54400374531753,NA,NA,NA,NA,9.64401728817079,9.39376688288569,NA,NA,14.2933055009279,NA,NA,NA,8.54400374531753,NA,516.837196320079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.324384675352,NA,49.6261561578166,NA,NA,NA,12.8325963532976,NA,257.480434312146,NA,NA,NA,NA,NA,NA,42.7712306930722,NA,NA,10.5176428307053,NA,9.03657794090581,NA,NA,NA,NA,NA,NA,NA,22.1979728804231,NA,NA,NA,515.204450959249,467.992558779108,300.445400022778,NA,NA,NA,NA,64.434152628866
"Echinocystis.lobata",2022.79288670393,3445.96889246152,18.7968082396986,2027.4066487264,376226.933035801,16109293.7696648,3820087.49664937,4982821.90450751,670.877819481995,690.128310115026,665.623280636352,1774.78893796136,2005.90423929783,21.3600093632938,656.014377100285,164848.392757376,1380.97119055154,307.485295941669,74754.522143051,21098.9842460863,391265.401159749,702.816854475989,289888.189427272,597.360984689808,NA,234.683668077904,830.504076781084,2024.50168745299,2011.5788817882,1431.54372054366,693.087187890274,191908.980162873,2009.77752100141,317725.92104516,1432.4643139185,1432.34052024235,13026.8204350251,811.022685608462,1430.40770642499,2113098.48576527,NA,2024.07448726572,700.600609183471,NA,297.721214057715,NA,226.715620354002,0,2027.4066487264,61200.8640939397,74110.932266782,677.747426903501,2024.92888764025,NA,NA,780.610759184097,751.94118224572,61261.7262105586,3019326.93380024,137124.189174988,738.377995413526,2022.28024647921,1397.99738039812,2415174.63508691,846.621592143638,1432.59089959416,NA,2001.17655722827,1983.74678958782,57198.546896467,731.093147359942,2026.03960812715,NA,NA,7.68960337078578,444893.523756599,4227631.53122024,NA,2009.69208096395,716.455894922731,17054929.8819534,718.146293783516,2026.91536851104,2018.093684644,677.455521254184,701.883467377043,685.621444231423,1379.77133669828,1779.78006017773,699.831732254499,291.333908041628,1441.45887187252,2017.88008455037,1998.69879614213,2028.19269707097,904795.894177052,4529707.68046511,NA,737.270507062948,677.787646392622,217336.49932993,485.299412734036,NA,1171.58269653342,745.105827864235,272638.312895287,9009.16778263285,NA,689.420507652637,10.252804494381,54372273.5902625,1426.76452027065,21200.296207787,2018.97656502817,238769.277021388,NA,NA,55362.5939408183,176090.194121759,1136.89822422079,77694.9637872589,82490.0274460937,1983.37654942838,NA,NA,41613.0010576657,2023.3909669661,669.305245646153,224703.357078009,1417.08329742931,403354.138421517,297132.070748084,NA,737.319302296841,NA,NA,NA,2025.95416808969,NA,NA,544.396508569234,NA,2028.02181699606,568924.295699232,1408255.86919265,284124.240348021,NA,NA,NA,NA,2014.50520307097,NA,8003583.39788231,23.6793792148358,1343.52939988152,NA,NA,13706.3836120858,33858.4525368074,911.389288227854,451679.966747281,NA,NA,20825.4307490866,267.628225027431
